Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Outcome Date,Outcome Type,days_stayed
BLACK,WHITE,Neutered,6/14/13,10,6/14/18,FRACTIOUS,STRAY,OTC,6/28/18,"SHELTER, NEUTER, RETURN",14
BLACK,WHITE,Neutered,6/11/13,10,6/11/17,NORMAL,STRAY,OTC,7/5/17,"SHELTER, NEUTER, RETURN",24
GRAY,,Spayed,6/10/16,7,6/10/17,FERAL,STRAY,OTC,7/6/17,"SHELTER, NEUTER, RETURN",26
BLACK,,Spayed,6/10/16,7,6/10/17,FERAL,STRAY,OTC,6/20/17,"SHELTER, NEUTER, RETURN",10
TORTIE,,Spayed,6/17/16,7,6/17/18,NORMAL,STRAY,TRAP,7/5/18,"SHELTER, NEUTER, RETURN",18
GRAY,WHITE,Neutered,1/21/18,5,6/21/18,NORMAL,STRAY,OTC,7/13/18,"SHELTER, NEUTER, RETURN",22
ORG TABBY,,Neutered,2/22/18,5,6/22/18,NORMAL,STRAY,OTC,7/28/18,"SHELTER, NEUTER, RETURN",36
TORTIE,,Spayed,4/14/17,6,6/15/17,NORMAL,STRAY,OTC,7/22/17,"SHELTER, NEUTER, RETURN",37
TORTIE,,Spayed,8/9/15,8,6/15/17,FERAL,STRAY,OTC,6/20/17,"SHELTER, NEUTER, RETURN",5
BRN TABBY,,Neutered,6/24/16,7,6/24/18,NORMAL,STRAY,TRAP,7/5/18,"SHELTER, NEUTER, RETURN",11
BLACK,,Spayed,6/20/17,6,6/20/18,NORMAL,STRAY,TRAP,7/11/18,"SHELTER, NEUTER, RETURN",21
BLACK,,Spayed,6/18/13,10,6/18/17,NORMAL,STRAY,OTC,7/5/17,"SHELTER, NEUTER, RETURN",17
ORG TABBY,,Spayed,5/27/16,7,5/27/18,NORMAL,STRAY,TRAP,6/21/18,"SHELTER, NEUTER, RETURN",25
TRICOLOR,,Spayed,6/27/16,7,6/27/17,FERAL,STRAY,FIELD,7/13/17,"SHELTER, NEUTER, RETURN",16
BLACK,,Spayed,6/27/16,7,6/27/18,NORMAL,STRAY,TRAP,7/11/18,"SHELTER, NEUTER, RETURN",14
BRN TABBY,,Spayed,10/10/16,7,6/28/18,FRACTIOUS,STRAY,OTC,7/6/18,"SHELTER, NEUTER, RETURN",8
BLACK,,Neutered,4/22/17,6,6/22/17,FERAL,STRAY,OTC,7/19/17,"SHELTER, NEUTER, RETURN",27
ORG TABBY,WHITE,Neutered,2/23/17,6,6/23/17,FERAL,STRAY,OTC,6/28/17,"SHELTER, NEUTER, RETURN",5
GRAY TABBY,WHITE,Spayed,6/29/16,7,6/29/18,NORMAL,STRAY,TRAP,8/7/18,"SHELTER, NEUTER, RETURN",39
GRAY,,Neutered,3/30/18,5,6/30/18,FRACTIOUS,STRAY,OTC,7/6/18,"SHELTER, NEUTER, RETURN",6
WHITE,GRAY,Spayed,4/9/18,5,7/1/18,NORMAL,STRAY,TRAP,7/10/18,"SHELTER, NEUTER, RETURN",9
GRAY,,Spayed,4/20/18,5,7/20/18,NORMAL,STRAY,TRAP,8/2/18,"SHELTER, NEUTER, RETURN",13
BLACK,WHITE,Spayed,5/23/16,7,5/23/18,NORMAL,STRAY,FIELD,7/28/18,"SHELTER, NEUTER, RETURN",66
ORG TABBY,,Spayed,7/2/14,9,7/2/17,NORMAL,STRAY,OTC,8/26/17,"SHELTER, NEUTER, RETURN",55
CALICO,WHITE,Spayed,7/6/15,8,7/6/17,FERAL,STRAY,OTC,8/9/17,"SHELTER, NEUTER, RETURN",34
TORTIE DIL,,Spayed,7/5/14,9,7/5/17,NORMAL,STRAY,OTC,7/29/17,"SHELTER, NEUTER, RETURN",24
BLACK,,Neutered,7/13/16,7,7/13/18,ILL MILD,STRAY,FIELD,7/25/18,"SHELTER, NEUTER, RETURN",12
TORTIE DIL,,Spayed,3/13/18,5,7/13/18,NORMAL,STRAY,TRAP,7/31/18,"SHELTER, NEUTER, RETURN",18
TORTIE,,Spayed,7/15/11,12,7/15/18,FRACTIOUS,STRAY,FIELD,7/31/18,"SHELTER, NEUTER, RETURN",16
ORANGE,WHITE,Neutered,7/22/15,8,7/22/18,INJURED  MILD,STRAY,FIELD,8/7/18,"SHELTER, NEUTER, RETURN",16
GRAY TABBY,,Neutered,7/27/15,8,7/27/18,NORMAL,STRAY,OTC,8/7/18,"SHELTER, NEUTER, RETURN",11
CALICO,,Spayed,7/21/16,7,7/21/17,FERAL,STRAY,OTC,8/3/17,"SHELTER, NEUTER, RETURN",13
WHITE,BLACK,Spayed,7/15/16,7,7/15/17,INJURED  MILD,STRAY,FIELD,7/28/17,"SHELTER, NEUTER, RETURN",13
ORG TABBY,WHITE,Neutered,2/19/17,6,7/19/17,FERAL,STRAY,OTC,7/25/17,"SHELTER, NEUTER, RETURN",6
BLACK,WHITE,Neutered,8/2/15,8,8/2/18,FRACTIOUS,STRAY,TRAP,8/9/18,"SHELTER, NEUTER, RETURN",7
BRN TABBY,WHITE,Spayed,8/3/15,8,8/3/18,FRACTIOUS,STRAY,OTC,8/15/18,"SHELTER, NEUTER, RETURN",12
GRAY,WHITE,Neutered,8/3/16,7,8/3/18,FRACTIOUS,STRAY,FIELD,8/14/18,"SHELTER, NEUTER, RETURN",11
GRAY,,Spayed,4/4/18,5,8/4/18,FRACTIOUS,STRAY,OTC,8/9/18,"SHELTER, NEUTER, RETURN",5
GRAY TABBY,WHITE,Spayed,7/22/15,8,7/22/17,FERAL,STRAY,OTC,8/4/17,"SHELTER, NEUTER, RETURN",13
BLACK,WHITE,Neutered,8/5/14,9,8/5/18,FRACTIOUS,STRAY,TRAP,8/16/18,"SHELTER, NEUTER, RETURN",11
BRN TABBY,WHITE,Spayed,7/26/12,11,7/26/17,FERAL,STRAY,OTC,9/20/17,"SHELTER, NEUTER, RETURN",56
BRN TABBY,,Spayed,8/10/13,10,8/10/18,NORMAL,STRAY,OTC,8/14/18,"SHELTER, NEUTER, RETURN",4
TORTIE,,Spayed,8/8/15,8,8/8/18,FRACTIOUS,STRAY,OTC,8/16/18,"SHELTER, NEUTER, RETURN",8
BRN TABBY,,Spayed,5/15/18,5,8/15/18,FRACTIOUS,STRAY,FIELD,8/28/18,"SHELTER, NEUTER, RETURN",13
BLACK,,Neutered,5/15/18,5,8/15/18,FRACTIOUS,STRAY,FIELD,9/6/18,"SHELTER, NEUTER, RETURN",22
ORG TABBY,,Neutered,4/15/18,5,8/15/18,NORMAL,STRAY,FIELD,9/8/18,"SHELTER, NEUTER, RETURN",24
BLACK,WHITE,Neutered,5/16/18,5,8/16/18,FRACTIOUS,STRAY,OTC,8/30/18,"SHELTER, NEUTER, RETURN",14
BLACK,WHITE,Spayed,5/16/18,5,8/16/18,FRACTIOUS,STRAY,OTC,8/30/18,"SHELTER, NEUTER, RETURN",14
BRN TABBY,WHITE,Spayed,8/16/15,8,8/16/18,FRACTIOUS,STRAY,OTC,8/30/18,"SHELTER, NEUTER, RETURN",14
BLACK,,Neutered,8/2/16,7,8/2/17,FERAL,STRAY,FIELD,8/19/17,"SHELTER, NEUTER, RETURN",17
GRAY,,Spayed,8/17/16,7,8/17/18,FRACTIOUS,STRAY,TRAP,8/28/18,"SHELTER, NEUTER, RETURN",11
TORTIE,,Spayed,7/30/14,9,7/30/17,INJURED  MILD,STRAY,FIELD,9/5/17,"SHELTER, NEUTER, RETURN",37
WHITE,BRN TABBY,Spayed,8/13/16,7,8/13/18,FRACTIOUS,STRAY,FIELD,8/31/18,"SHELTER, NEUTER, RETURN",18
BLACK,,Neutered,8/15/13,10,8/15/18,NORMAL,STRAY,TRAP,8/21/18,"SHELTER, NEUTER, RETURN",6
BRN TABBY,,Spayed,8/15/16,7,8/15/18,NORMAL,STRAY,TRAP,8/21/18,"SHELTER, NEUTER, RETURN",6
BLACK,WHITE,Spayed,8/3/15,8,8/3/17,NORMAL,STRAY,OTC,8/9/17,"SHELTER, NEUTER, RETURN",6
TORTIE,,Spayed,8/9/15,8,8/9/17,FERAL,STRAY,OTC,9/5/17,"SHELTER, NEUTER, RETURN",27
BRN TABBY,WHITE,Spayed,8/20/15,8,8/20/18,NORMAL,STRAY,TRAP,8/29/18,"SHELTER, NEUTER, RETURN",9
BLACK,,Neutered,4/22/17,6,8/10/17,FERAL,STRAY,OTC,8/10/17,"SHELTER, NEUTER, RETURN",0
BLACK,WHITE,Spayed,8/27/15,8,8/27/18,NORMAL,STRAY,TRAP,8/27/18,"SHELTER, NEUTER, RETURN",0
BLACK,,Spayed,8/5/16,7,8/5/17,FERAL,STRAY,OTC,8/21/17,"SHELTER, NEUTER, RETURN",16
BLACK,WHITE,Spayed,5/6/17,6,8/6/17,FERAL,STRAY,OTC,8/22/17,"SHELTER, NEUTER, RETURN",16
GRAY TABBY,,Neutered,8/11/12,11,8/11/17,FERAL,STRAY,OTC,8/26/17,"SHELTER, NEUTER, RETURN",15
S-T PT,,Spayed,5/11/17,6,8/11/17,FERAL,STRAY,OTC,8/16/17,"SHELTER, NEUTER, RETURN",5
SEAL PT,,Spayed,8/11/15,8,8/11/17,FERAL,STRAY,FIELD,9/7/17,"SHELTER, NEUTER, RETURN",27
BLACK,WHITE,Spayed,4/12/17,6,8/12/17,NORMAL,STRAY,OTC,9/24/17,"SHELTER, NEUTER, RETURN",43
WHITE,BRN TABBY,Spayed,8/19/13,10,8/19/17,NORMAL,STRAY,FIELD,9/24/17,"SHELTER, NEUTER, RETURN",36
BRN TABBY,,Neutered,8/24/14,9,8/24/18,FRACTIOUS,STRAY,OTC,9/7/18,"SHELTER, NEUTER, RETURN",14
BLACK,WHITE,Neutered,8/16/15,8,8/16/17,FERAL,STRAY,OTC,9/5/17,"SHELTER, NEUTER, RETURN",20
BRN TABBY,,Spayed,9/2/16,7,9/2/18,NORMAL,STRAY,OTC,10/20/18,"SHELTER, NEUTER, RETURN",48
GRAY,WHITE,Spayed,3/2/18,5,9/2/18,FRACTIOUS,STRAY,TRAP,9/11/18,"SHELTER, NEUTER, RETURN",9
TORTIE,,Spayed,9/6/16,7,9/6/18,FRACTIOUS,STRAY,OTC,9/18/18,"SHELTER, NEUTER, RETURN",12
BLACK,,Spayed,5/1/17,6,8/31/17,FERAL,STRAY,OTC,9/18/17,"SHELTER, NEUTER, RETURN",18
BRN TABBY,,Neutered,7/15/18,5,9/14/18,UNDER AGE/WEIGHT,STRAY,OTC,10/3/18,"SHELTER, NEUTER, RETURN",19
SEAL PT,,Spayed,9/14/16,7,9/14/18,NORMAL,STRAY,OTC,9/22/18,"SHELTER, NEUTER, RETURN",8
WHITE,TAN,Neutered,9/1/14,9,9/1/17,FERAL,STRAY,FIELD,11/9/17,"SHELTER, NEUTER, RETURN",69
CALICO,,Spayed,9/16/15,8,9/16/18,NORMAL,STRAY,TRAP,9/18/18,"SHELTER, NEUTER, RETURN",2
ORG TABBY,,Neutered,9/10/16,7,9/10/17,NORMAL,STRAY,OTC,10/12/17,"SHELTER, NEUTER, RETURN",32
ORG TABBY,,Neutered,4/26/18,5,7/26/18,NORMAL,STRAY,TRAP,8/10/18,"SHELTER, NEUTER, RETURN",15
BLACK,WHITE,Spayed,4/22/17,6,7/20/17,FERAL,STRAY,OTC,7/26/17,"SHELTER, NEUTER, RETURN",6
BLACK,WHITE,Spayed,4/26/18,5,7/26/18,NORMAL,STRAY,TRAP,8/10/18,"SHELTER, NEUTER, RETURN",15
ORANGE,WHITE,Neutered,7/26/15,8,7/26/18,FRACTIOUS,STRAY,TRAP,8/7/18,"SHELTER, NEUTER, RETURN",12
BRN TABBY,,Neutered,8/24/11,12,8/24/17,NORMAL,STRAY,OTC,9/14/17,"SHELTER, NEUTER, RETURN",21
BLACK,,Spayed,,,8/25/17,NORMAL,STRAY,OTC,9/24/17,"SHELTER, NEUTER, RETURN",30
GRAY,,Neutered,2/19/17,6,8/26/17,FERAL,STRAY,OTC,8/26/17,"SHELTER, NEUTER, RETURN",0
BLACK,,Neutered,4/22/17,6,8/26/17,FERAL,STRAY,OTC,8/26/17,"SHELTER, NEUTER, RETURN",0
BLACK,,Neutered,9/9/14,9,9/9/18,FRACTIOUS,STRAY,OTC,9/19/18,"SHELTER, NEUTER, RETURN",10
BLACK,,Spayed,9/21/17,6,9/21/18,FRACTIOUS,STRAY,OTC,9/26/18,"SHELTER, NEUTER, RETURN",5
BRN TABBY,,Spayed,9/22/16,7,9/22/18,FRACTIOUS,STRAY,TRAP,10/2/18,"SHELTER, NEUTER, RETURN",10
ORG TABBY,WHITE,Spayed,9/25/15,8,9/22/18,NORMAL,STRAY,OTC,10/17/18,"SHELTER, NEUTER, RETURN",25
BRN TABBY,WHITE,Spayed,9/16/15,8,9/16/17,NORMAL,STRAY,OTC,11/9/17,"SHELTER, NEUTER, RETURN",54
GRAY,WHITE,Spayed,9/30/17,6,9/30/18,FRACTIOUS,STRAY,TRAP,10/6/18,"SHELTER, NEUTER, RETURN",6
GRAY TABBY,,Neutered,9/16/14,9,9/16/17,FERAL,STRAY,OTC,9/22/17,"SHELTER, NEUTER, RETURN",6
BRN TABBY,,Spayed,10/9/17,6,10/9/18,NORMAL,STRAY,OTC,10/19/18,"SHELTER, NEUTER, RETURN",10
BLACK,,Neutered,10/5/14,9,10/5/18,FRACTIOUS,STRAY,TRAP,10/12/18,"SHELTER, NEUTER, RETURN",7
BLACK,,Spayed,10/6/16,7,10/6/18,FRACTIOUS,STRAY,TRAP,10/15/18,"SHELTER, NEUTER, RETURN",9
BLACK,WHITE,Spayed,10/6/16,7,10/6/18,NORMAL,STRAY,OTC,10/20/18,"SHELTER, NEUTER, RETURN",14
ORANGE,WHITE,Neutered,10/7/16,7,10/7/18,NORMAL,STRAY,FIELD,11/8/18,"SHELTER, NEUTER, RETURN",32
BLACK,,Neutered,4/21/17,6,9/21/17,FERAL,STRAY,OTC,10/17/17,"SHELTER, NEUTER, RETURN",26
BLACK,WHITE,Neutered,11/21/16,6,9/21/17,FERAL,STRAY,OTC,11/9/17,"SHELTER, NEUTER, RETURN",49
ORG TABBY,WHITE,Neutered,9/22/16,7,9/22/17,FERAL,STRAY,OTC,10/11/17,"SHELTER, NEUTER, RETURN",19
BLACK,,Neutered,7/17/18,5,10/17/18,NORMAL,STRAY,TRAP,10/26/18,"SHELTER, NEUTER, RETURN",9
GRAY,,Neutered,10/12/16,7,10/12/18,FRACTIOUS,STRAY,OTC,10/31/18,"SHELTER, NEUTER, RETURN",19
BLACK,,Spayed,10/13/16,7,10/13/18,NORMAL,STRAY,TRAP,10/23/18,"SHELTER, NEUTER, RETURN",10
BLACK,,Spayed,10/19/16,7,10/19/18,FRACTIOUS,STRAY,OTC,10/27/18,"SHELTER, NEUTER, RETURN",8
ORG TABBY,,Neutered,4/5/17,6,10/5/17,FERAL,STRAY,OTC,10/13/17,"SHELTER, NEUTER, RETURN",8
BRN TABBY,,Neutered,10/31/16,6,10/31/18,FRACTIOUS,STRAY,OTC,11/8/18,"SHELTER, NEUTER, RETURN",8
WHITE,BLACK,Neutered,5/21/18,5,10/21/18,NORMAL,STRAY,TRAP,10/23/18,"SHELTER, NEUTER, RETURN",2
BLACK,,Neutered,8/2/18,5,11/2/18,FRACTIOUS,STRAY,OTC,11/8/18,"SHELTER, NEUTER, RETURN",6
GRAY TABBY,,Neutered,9/16/14,9,10/13/17,NORMAL,STRAY,OTC,10/13/17,"SHELTER, NEUTER, RETURN",0
ORG TABBY,WHITE,Spayed,6/28/18,5,10/28/18,NORMAL,STRAY,TRAP,11/5/18,"SHELTER, NEUTER, RETURN",8
SEAL PT,,Neutered,10/13/14,9,10/13/17,FERAL,STRAY,OTC,10/20/17,"SHELTER, NEUTER, RETURN",7
WHITE,BROWN,Neutered,11/3/15,7,11/3/18,NORMAL,STRAY,TRAP,11/15/18,"SHELTER, NEUTER, RETURN",12
BRN TABBY,BLACK,Neutered,10/22/15,8,10/22/17,FERAL,STRAY,FIELD,10/27/17,"SHELTER, NEUTER, RETURN",5
BLACK,,Spayed,10/22/15,8,10/22/17,FERAL,STRAY,FIELD,10/27/17,"SHELTER, NEUTER, RETURN",5
BLACK,WHITE,Spayed,11/8/16,6,11/8/18,NORMAL,STRAY,OTC,12/5/18,"SHELTER, NEUTER, RETURN",27
TORTIE,,Spayed,11/8/16,6,11/8/18,NORMAL,STRAY,TRAP,11/21/18,"SHELTER, NEUTER, RETURN",13
GRAY,WHITE,Spayed,11/8/16,6,11/8/18,NORMAL,STRAY,TRAP,11/21/18,"SHELTER, NEUTER, RETURN",13
ORANGE,WHITE,Neutered,11/5/14,8,11/5/17,NORMAL,STRAY,OTC,11/21/17,"SHELTER, NEUTER, RETURN",16
BRN TABBY,WHITE,Spayed,11/5/14,8,11/5/17,FERAL,STRAY,OTC,11/9/17,"SHELTER, NEUTER, RETURN",4
TORTIE,BLACK,Spayed,11/9/15,7,11/9/18,NORMAL,STRAY,TRAP,11/20/18,"SHELTER, NEUTER, RETURN",11
ORANGE,WHITE,Neutered,11/10/14,8,11/10/18,FRACTIOUS,STRAY,FIELD,11/30/18,"SHELTER, NEUTER, RETURN",20
GRAY TABBY,,Spayed,10/7/15,8,10/7/17,FERAL,STRAY,OTC,12/14/17,"SHELTER, NEUTER, RETURN",68
BRN TABBY,,Neutered,10/7/13,10,10/7/17,NORMAL,STRAY,OTC,11/15/17,"SHELTER, NEUTER, RETURN",39
GRAY TABBY,,Neutered,10/8/13,10,10/8/17,NORMAL,STRAY,OTC,10/17/17,"SHELTER, NEUTER, RETURN",9
TORTIE,,Spayed,12/6/16,6,12/6/18,NORMAL,STRAY,TRAP,1/23/19,"SHELTER, NEUTER, RETURN",48
GRAY TABBY,,Neutered,11/1/13,9,11/1/17,NORMAL,STRAY,OTC,12/7/17,"SHELTER, NEUTER, RETURN",36
CALICO,,Spayed,12/22/17,5,12/22/18,FRACTIOUS,STRAY,OTC,1/10/19,"SHELTER, NEUTER, RETURN",19
ORG TABBY,,Neutered,11/2/14,8,11/2/17,NORMAL,STRAY,OTC,12/16/17,"SHELTER, NEUTER, RETURN",44
BRN TABBY,WHITE,Spayed,11/3/15,7,11/3/17,FERAL,STRAY,FIELD,11/16/17,"SHELTER, NEUTER, RETURN",13
WHITE,ORG TABBY,Neutered,11/4/16,6,11/4/17,NORMAL,STRAY,OTC,11/21/17,"SHELTER, NEUTER, RETURN",17
BLACK,WHITE,Spayed,9/26/15,8,9/26/18,FRACTIOUS,STRAY,FIELD,10/14/18,"SHELTER, NEUTER, RETURN",18
BLACK,WHITE,Neutered,11/28/13,9,11/28/18,NORMAL,STRAY,TRAP,12/27/18,"SHELTER, NEUTER, RETURN",29
BROWN,,Neutered,10/15/16,7,10/15/17,FERAL,STRAY,FIELD,10/26/17,"SHELTER, NEUTER, RETURN",11
BLACK,,Spayed,8/28/18,5,11/28/18,FRACTIOUS,STRAY,OTC,12/5/18,"SHELTER, NEUTER, RETURN",7
BLACK,,Spayed,8/28/18,5,11/28/18,FRACTIOUS,STRAY,OTC,12/5/18,"SHELTER, NEUTER, RETURN",7
BLACK,WHITE,Neutered,11/10/14,8,11/10/17,FERAL,STRAY,OTC,11/30/17,"SHELTER, NEUTER, RETURN",20
WHITE,GRAY,Neutered,12/14/10,12,12/14/18,FRACTIOUS,STRAY,FIELD,1/21/19,"SHELTER, NEUTER, RETURN",38
GRAY TABBY,,Spayed,4/22/17,6,11/22/17,NORMAL,STRAY,OTC,11/30/17,"SHELTER, NEUTER, RETURN",8
ORANGE,WHITE,Neutered,10/21/16,7,10/21/17,NORMAL,STRAY,FIELD,10/27/17,"SHELTER, NEUTER, RETURN",6
BRN TABBY,WHITE,Neutered,1/3/16,7,1/3/19,FRACTIOUS,STRAY,FIELD,1/25/19,"SHELTER, NEUTER, RETURN",22
ORG TABBY,WHITE,Neutered,10/21/14,9,10/21/17,NORMAL,STRAY,OTC,11/15/17,"SHELTER, NEUTER, RETURN",25
BLACK,,Neutered,7/2/17,6,12/1/17,FERAL,STRAY,FIELD,12/14/17,"SHELTER, NEUTER, RETURN",13
ORG TABBY,,Spayed,11/22/12,10,11/22/18,INJURED  MILD,STRAY,FIELD,11/23/18,"SHELTER, NEUTER, RETURN",1
BRN TABBY,,Neutered,12/15/13,9,12/15/17,FERAL,STRAY,OTC,12/28/17,"SHELTER, NEUTER, RETURN",13
BLACK,WHITE,Spayed,6/20/18,5,1/20/19,FRACTIOUS,STRAY,FIELD,1/30/19,"SHELTER, NEUTER, RETURN",10
TORTIE,,Spayed,12/7/13,9,12/23/17,FRACTIOUS,STRAY,OTC,3/22/18,"SHELTER, NEUTER, RETURN",89
GRAY TABBY,,Spayed,1/23/18,5,1/23/19,FRACTIOUS,STRAY,FIELD,1/30/19,"SHELTER, NEUTER, RETURN",7
BRN TABBY,,Neutered,12/30/07,15,12/30/17,FERAL,STRAY,FIELD,1/10/18,"SHELTER, NEUTER, RETURN",11
BRN TABBY,WHITE,Neutered,12/31/16,6,12/31/17,FERAL,STRAY,FIELD,1/11/18,"SHELTER, NEUTER, RETURN",11
GRAY,WHITE,Spayed,,,1/24/19,FRACTIOUS,STRAY,FIELD,2/1/19,"SHELTER, NEUTER, RETURN",8
ORANGE,WHITE,Neutered,2/1/17,6,2/1/19,FRACTIOUS,STRAY,TRAP,2/12/19,"SHELTER, NEUTER, RETURN",11
ORG TABBY,,Neutered,1/4/15,8,1/4/18,INJURED  SEVERE,STRAY,FIELD,1/27/18,"SHELTER, NEUTER, RETURN",23
GRAY,WHITE,Neutered,1/5/15,8,1/5/18,FERAL,STRAY,OTC,1/11/18,"SHELTER, NEUTER, RETURN",6
BLACK,,Neutered,2/15/16,7,2/15/19,NORMAL,STRAY,OTC,2/22/19,"SHELTER, NEUTER, RETURN",7
BLACK,WHITE,Neutered,2/28/16,7,2/28/19,FRACTIOUS,STRAY,TRAP,3/5/19,"SHELTER, NEUTER, RETURN",5
BLACK,WHITE,Spayed,8/13/16,7,1/14/18,FERAL,STRAY,FIELD,1/14/18,"SHELTER, NEUTER, RETURN",0
BLACK,,Neutered,3/2/15,8,3/2/19,FRACTIOUS,STRAY,TRAP,3/6/19,"SHELTER, NEUTER, RETURN",4
BLACK,,Neutered,1/21/15,8,1/21/18,FRACTIOUS,STRAY,OTC,2/14/18,"SHELTER, NEUTER, RETURN",24
BLACK,,Spayed,9/16/17,6,1/16/18,FERAL,STRAY,FIELD,1/27/18,"SHELTER, NEUTER, RETURN",11
GRAY,,Neutered,12/20/14,8,12/20/18,NORMAL,STRAY,OTC,1/10/19,"SHELTER, NEUTER, RETURN",21
WHITE,BLACK,Neutered,1/17/15,8,1/17/18,NORMAL,STRAY,FIELD,1/20/18,"SHELTER, NEUTER, RETURN",3
BRN TABBY,WHITE,Neutered,,,1/25/18,FERAL,STRAY,FIELD,1/31/18,"SHELTER, NEUTER, RETURN",6
BRN TABBY,WHITE,Neutered,1/19/14,9,1/19/18,FERAL,STRAY,FIELD,1/24/18,"SHELTER, NEUTER, RETURN",5
GRAY TABBY,,Neutered,,,1/26/18,NORMAL,STRAY,FIELD,2/16/18,"SHELTER, NEUTER, RETURN",21
BRN TABBY,WHITE,Neutered,1/31/15,8,1/31/18,FRACTIOUS,STRAY,TRAP,2/8/18,"SHELTER, NEUTER, RETURN",8
TORTIE,,Spayed,1/31/17,6,1/31/18,FRACTIOUS,STRAY,TRAP,2/8/18,"SHELTER, NEUTER, RETURN",8
ORANGE,WHITE,Neutered,2/1/14,9,2/1/18,FRACTIOUS,STRAY,TRAP,2/10/18,"SHELTER, NEUTER, RETURN",9
CALICO,,Spayed,3/9/16,7,3/9/19,FRACTIOUS,STRAY,FIELD,3/14/19,"SHELTER, NEUTER, RETURN",5
BLACK,WHITE,Spayed,2/10/15,8,2/10/18,NORMAL,STRAY,TRAP,2/16/18,"SHELTER, NEUTER, RETURN",6
TORTIE,,Spayed,3/7/14,9,3/7/19,FRACTIOUS,STRAY,OTC,3/15/19,"SHELTER, NEUTER, RETURN",8
BRN TABBY,,Spayed,3/7/14,9,3/7/19,FRACTIOUS,STRAY,OTC,3/30/19,"SHELTER, NEUTER, RETURN",23
BLACK,,Spayed,3/8/18,5,3/8/19,NORMAL,STRAY,OTC,4/11/19,"SHELTER, NEUTER, RETURN",34
CALICO,,Spayed,3/16/16,7,3/16/19,NORMAL,STRAY,OTC,3/27/19,"SHELTER, NEUTER, RETURN",11
GRAY,WHITE,Neutered,1/29/15,8,3/22/19,FRACTIOUS,STRAY,FIELD,3/29/19,"SHELTER, NEUTER, RETURN",7
CREAM,WHITE,Spayed,3/9/16,7,3/9/18,NORMAL,STRAY,FIELD,5/9/18,"SHELTER, NEUTER, RETURN",61
WHITE,,Neutered,2/28/15,8,2/28/18,NORMAL,STRAY,TRAP,3/6/18,"SHELTER, NEUTER, RETURN",6
ORANGE,WHITE,Neutered,3/20/14,9,3/20/19,INJURED  SEVERE,STRAY,FIELD,4/2/19,"SHELTER, NEUTER, RETURN",13
GRAY TABBY,,Neutered,3/23/16,7,3/23/19,FRACTIOUS,STRAY,TRAP,4/4/19,"SHELTER, NEUTER, RETURN",12
BRN TABBY,WHITE,Neutered,3/9/17,6,3/9/18,FRACTIOUS,STRAY,FIELD,3/29/18,"SHELTER, NEUTER, RETURN",20
BLACK,WHITE,Neutered,1/15/15,8,3/9/18,NORMAL,STRAY,FIELD,3/23/18,"SHELTER, NEUTER, RETURN",14
BRN TABBY,,Spayed,3/20/17,6,3/20/19,FRACTIOUS,STRAY,FIELD,3/30/19,"SHELTER, NEUTER, RETURN",10
ORG TABBY,,Neutered,10/11/15,8,3/11/18,NORMAL,STRAY,TRAP,3/20/18,"SHELTER, NEUTER, RETURN",9
GRAY,WHITE,Neutered,3/20/16,7,3/20/19,FRACTIOUS,STRAY,TRAP,3/27/19,"SHELTER, NEUTER, RETURN",7
BLACK,,Neutered,4/4/16,7,3/25/19,NORMAL,STRAY,TRAP,4/5/19,"SHELTER, NEUTER, RETURN",11
ORG TABBY,WHITE,Neutered,3/25/16,7,3/25/19,FRACTIOUS,STRAY,TRAP,4/5/19,"SHELTER, NEUTER, RETURN",11
BRN TABBY,WHITE,Spayed,3/26/18,5,3/26/19,FRACTIOUS,STRAY,TRAP,4/6/19,"SHELTER, NEUTER, RETURN",11
BLACK,,Spayed,3/30/17,6,3/30/19,NORMAL,STRAY,TRAP,5/22/19,"SHELTER, NEUTER, RETURN",53
BRN TABBY,,Spayed,3/20/17,6,3/20/18,FRACTIOUS,STRAY,FIELD,3/31/18,"SHELTER, NEUTER, RETURN",11
BLACK,,Spayed,3/31/17,6,3/31/19,FRACTIOUS,STRAY,OTC,4/16/19,"SHELTER, NEUTER, RETURN",16
WHITE,BLACK,Neutered,3/25/15,8,3/25/18,FRACTIOUS,STRAY,FIELD,3/31/18,"SHELTER, NEUTER, RETURN",6
WHITE,GRAY,Neutered,10/3/18,5,4/3/19,FRACTIOUS,STRAY,OTC,4/18/19,"SHELTER, NEUTER, RETURN",15
BRN TABBY,WHITE,Unknown,8/28/17,6,3/28/18,NORMAL,STRAY,TRAP,4/6/18,"SHELTER, NEUTER, RETURN",9
LYNX PT,,Spayed,4/5/18,5,4/5/19,FRACTIOUS,STRAY,OTC,4/18/19,"SHELTER, NEUTER, RETURN",13
GRAY,,Neutered,4/6/16,7,4/6/19,NORMAL,STRAY,TRAP,4/16/19,"SHELTER, NEUTER, RETURN",10
GRAY,,Spayed,5/4/17,6,2/4/18,FRACTIOUS,STRAY,TRAP,2/14/18,"SHELTER, NEUTER, RETURN",10
BRN TABBY,,Neutered,4/12/18,5,4/12/19,FRACTIOUS,STRAY,OTC,4/22/19,"SHELTER, NEUTER, RETURN",10
