Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,days_stayed
ORG TABBY,Spayed,4,10/17/19,NORMAL,STRAY,49
BLACK,Spayed,3,8/16/20,ILL MILD,STRAY,49
BLACK,Spayed,5,8/26/20,ILL MODERATETE,STRAY,49
BRN TABBY,Spayed,4,8/26/20,ILL MODERATETE,STRAY,49
GRAY,Spayed,4,4/7/21,NORMAL,OWNER SURRENDER,49
TORTIE,Spayed,4,4/7/21,NORMAL,OWNER SURRENDER,49
CRM TABBY,Neutered,2,6/9/21,NORMAL,STRAY,49
TRICOLOR,Spayed,1,4/23/22,UNDER AGE/WEIGHT,STRAY,49
TORTIE,Spayed,1,4/23/22,UNDER AGE/WEIGHT,STRAY,49
BLACK,Neutered,1,5/27/22,UNDER AGE/WEIGHT,STRAY,49
GRAY TABBY,Neutered,5,2/1/23,ILL MODERATETE,STRAY,49
GRAY,Neutered,0,7/5/23,NORMAL,RETURN,49
CALICO,Spayed,0,8/30/23,ILL MILD,STRAY,49
GRAY TABBY,Spayed,6,6/14/17,NORMAL,STRAY,48
ORANGE,Spayed,17,7/9/17,NORMAL,OWNER SURRENDER,48
CALICO,Female,8,7/28/17,NORMAL,STRAY,48
GRAY TABBY,Spayed,6,7/1/18,NORMAL,STRAY,48
GRAY TABBY,Neutered,5,11/16/18,INJURED  MILD,STRAY,48
BRN TABBY,Spayed,4,6/22/19,UNDER AGE/WEIGHT,STRAY,48
ORG TABBY,Male,4,9/8/19,NORMAL,STRAY,48
ORG TABBY,Neutered,4,11/16/19,NORMAL,STRAY,48
BRN TABBY,Spayed,7,11/21/19,NORMAL,RETURN,48
ORG TABBY,Neutered,2,6/3/21,NORMAL,STRAY,48
WHITE,Neutered,2,6/17/21,UNDER AGE/WEIGHT,STRAY,48
BRN TABBY,Neutered,4,8/21/21,NORMAL,STRAY,48
BLACK,Neutered,3,11/17/21,INJURED  MODERATE,STRAY,48
GRAY,Spayed,1,3/31/22,UNDER AGE/WEIGHT,STRAY,48
GRAY,Neutered,2,4/15/22,NORMAL,OWNER SURRENDER,48
FLAME PT,Neutered,9,6/4/22,NORMAL,OWNER SURRENDER,48
BLACK,Neutered,1,7/11/22,UNDER AGE/WEIGHT,STRAY,48
SEAL PT,Spayed,2,10/27/22,NORMAL,OWNER SURRENDER,48
BLACK,Neutered,0,4/20/23,UNDER AGE/WEIGHT,STRAY,48
BRN TABBY,Neutered,0,4/28/23,UNDER AGE/WEIGHT,STRAY,48
BLACK,Spayed,4,7/6/23,INJURED  SEVERE,STRAY,48
TORTIE DIL,Spayed,1,8/17/23,NORMAL,STRAY,48
GRAY,Male,8,10/4/17,NORMAL,OWNER SURRENDER,47
BLACK,Spayed,5,6/9/18,UNDER AGE/WEIGHT,STRAY,47
BLACK,Neutered,5,6/17/18,UNDER AGE/WEIGHT,STRAY,47
ORG TABBY,Neutered,5,12/29/18,NORMAL,STRAY,47
CALICO,Spayed,4,7/5/19,UNDER AGE/WEIGHT,STRAY,47
ORG TABBY,Neutered,4,11/16/19,NORMAL,STRAY,47
BRN TABBY,Neutered,4,12/26/19,NORMAL,RETURN,47
BLACK,Neutered,3,6/26/20,NORMAL,STRAY,47
BLACK,Male,3,7/2/20,NORMAL,STRAY,47
ORANGE,Neutered,6,3/6/21,NORMAL,STRAY,47
GRAY,Neutered,4,2/7/22,NORMAL,OWNER SURRENDER,47
GRAY TABBY,Neutered,0,2/13/23,UNDER AGE/WEIGHT,STRAY,47
GRAY TABBY,Neutered,0,2/13/23,UNDER AGE/WEIGHT,STRAY,47
GRAY TABBY,Spayed,0,2/13/23,UNDER AGE/WEIGHT,STRAY,47
GRAY TABBY,Neutered,0,2/13/23,UNDER AGE/WEIGHT,STRAY,47
BLACK,Neutered,0,7/24/23,ILL MODERATETE,RETURN,47
WHITE,Spayed,9,7/23/17,NORMAL,STRAY,46
BLACK,Neutered,12,5/8/19,NORMAL,OWNER SURRENDER,46
WHITE,Spayed,4,6/12/19,UNDER AGE/WEIGHT,STRAY,46
BLACK,Neutered,4,7/20/19,INJURED  SEVERE,STRAY,46
GRAY,Neutered,5,9/15/19,NORMAL,OWNER SURRENDER,46
GRAY TABBY,Male,3,10/14/20,UNDER AGE/WEIGHT,STRAY,46
BLACK,Neutered,2,5/29/21,INJURED  MODERATE,STRAY,46
BLACK,Neutered,2,6/23/21,ILL MODERATETE,STRAY,46
BLACK,Neutered,1,4/24/22,NORMAL,STRAY,46
TAN,Neutered,2,6/12/22,ILL MILD,STRAY,46
WHITE,Spayed,1,6/15/22,UNDER AGE/WEIGHT,STRAY,46
BRN TABBY,Spayed,0,8/26/23,ILL MODERATETE,OWNER SURRENDER,46
SNOWSHOE,Spayed,0,8/26/23,INJURED  MILD,STRAY,46
WHITE,Spayed,0,9/2/23,NORMAL,STRAY,46
ORG TABBY,Neutered,13,3/16/17,NORMAL,STRAY,45
ORG TABBY,Male,6,10/5/17,NORMAL,STRAY,45
CALICO,Female,6,10/18/17,FERAL,STRAY,45
BRN TABBY,Neutered,6,3/21/18,NORMAL,OWNER SURRENDER,45
TORTIE,Neutered,7,3/21/18,NORMAL,OWNER SURRENDER,45
BLACK,Neutered,5,7/10/18,NORMAL,STRAY,45
SEAL PT,Male,5,11/4/18,UNDER AGE/WEIGHT,STRAY,45
BLACK,Spayed,4,6/13/19,NORMAL,STRAY,45
BLACK,Neutered,4,6/13/19,NORMAL,STRAY,45
ORG TABBY,Neutered,9,12/9/20,ILL MILD,STRAY,45
GRAY,Spayed,3,4/11/21,NORMAL,OWNER SURRENDER,45
SLVR TABBY,Neutered,2,8/8/21,NORMAL,STRAY,45
GRAY,Spayed,2,8/22/21,NORMAL,STRAY,45
TORTIE,Spayed,4,3/20/22,NORMAL,STRAY,45
BRN TABBY,Neutered,1,8/11/22,INJURED  MILD,STRAY,45
TORTIE,Spayed,2,10/30/22,INJURED  MODERATE,STRAY,45
BRN TABBY,Spayed,8,4/26/23,NORMAL,WELFARE SEIZED,45
GRAY TABBY,Spayed,12,8/16/23,AGED,STRAY,45
ORG TABBY,Neutered,6,6/28/17,FERAL,STRAY,44
SEAL PT,Spayed,7,5/10/18,NORMAL,STRAY,44
GRAY TABBY,Neutered,5,9/2/18,NORMAL,STRAY,44
BLACK,Neutered,5,11/8/18,FRACTIOUS,STRAY,44
CALICO,Spayed,7,4/25/19,FRACTIOUS,STRAY,44
BLACK,Spayed,4,7/17/19,UNDER AGE/WEIGHT,STRAY,44
BLACK,Neutered,5,4/7/21,NORMAL,STRAY,44
ORG TABBY,Neutered,4,3/1/22,NORMAL,OWNER SURRENDER,44
BLACK,Neutered,2,4/28/22,NORMAL,STRAY,44
BRN TABBY,Spayed,2,7/1/22,ILL MODERATETE,STRAY,44
WHITE,Spayed,2,7/6/22,NORMAL,STRAY,44
BRN TABBY,Neutered,6,6/29/17,UNDER AGE/WEIGHT,STRAY,43
BLACK,Neutered,6,6/29/17,UNDER AGE/WEIGHT,STRAY,43
GRAY,Neutered,10,8/2/17,NORMAL,OWNER SURRENDER,43
BRN TABBY,Neutered,8,9/30/17,NORMAL,STRAY,43
GRAY TABBY,Neutered,6,11/8/17,UNDER AGE/WEIGHT,STRAY,43
BRN TABBY,Spayed,10,12/1/17,NORMAL,STRAY,43
CHOCOLATE,Spayed,10,12/1/17,NORMAL,STRAY,43
BRN TABBY,Neutered,5,11/24/18,FRACTIOUS,STRAY,43
CALICO,Spayed,5,3/1/19,FRACTIOUS,STRAY,43
BRN TABBY,Male,5,4/13/19,NORMAL,STRAY,43
BLACK,Spayed,16,5/8/19,NORMAL,OWNER SURRENDER,43
BLACK,Male,4,5/21/19,INJURED  SEVERE,STRAY,43
CALICO,Spayed,9,6/29/19,NORMAL,OWNER SURRENDER,43
ORANGE,Neutered,4,7/5/19,ILL SEVERE,STRAY,43
GRAY,Spayed,4,9/12/19,NORMAL,STRAY,43
BRN TABBY,Neutered,4,10/5/19,UNDER AGE/WEIGHT,STRAY,43
GRAY TABBY,Neutered,4,11/27/19,NORMAL,STRAY,43
GRAY TABBY,Spayed,5,1/24/20,NORMAL,STRAY,43
GRAY,Neutered,11,6/20/20,NORMAL,STRAY,43
WHITE,Spayed,6,1/13/21,NORMAL,STRAY,43
BRN TABBY,Neutered,4,5/28/21,NORMAL,OWNER SURRENDER,43
ORANGE,Spayed,4,5/28/21,NORMAL,OWNER SURRENDER,43
ORG TIGER,Neutered,2,6/11/21,ILL MODERATETE,OWNER SURRENDER,43
CALICO,Spayed,10,8/31/21,ILL MILD,STRAY,43
GRAY TABBY,Spayed,3,3/2/22,NORMAL,OWNER SURRENDER,43
BLACK,Neutered,1,6/15/22,NORMAL,STRAY,43
ORG TABBY,Spayed,1,6/24/22,UNDER AGE/WEIGHT,STRAY,43
WHITE,Neutered,1,7/11/22,UNDER AGE/WEIGHT,STRAY,43
BLACK,Neutered,1,7/11/22,UNDER AGE/WEIGHT,STRAY,43
BLACK,Neutered,6,10/11/22,INJURED  MILD,STRAY,43
GRAY TABBY,Neutered,3,1/4/23,NORMAL,STRAY,43
GRAY,Neutered,1,5/6/23,ILL MILD,STRAY,43
LC LYNX PT,Spayed,0,7/20/23,ILL MODERATETE,STRAY,43
GRAY,Spayed,7,1/8/17,NORMAL,STRAY,42
GRAY,Female,7,5/7/17,ILL MODERATETE,STRAY,42
BRN TABBY,Spayed,6,6/30/17,FERAL,STRAY,42
GRAY,Neutered,6,6/30/17,FERAL,STRAY,42
WHITE,Neutered,9,6/30/17,NORMAL,STRAY,42
SEAL PT,Male,6,7/6/17,NORMAL,STRAY,42
BLACK,Spayed,6,4/20/18,NORMAL,STRAY,42
BLACK,Spayed,5,5/30/18,NORMAL,STRAY,42
BLACK,Spayed,6,7/15/18,NORMAL,STRAY,42
BRN TABBY,Spayed,6,11/16/18,NORMAL,STRAY,42
BRN TABBY,Neutered,5,11/24/18,FRACTIOUS,STRAY,42
BRN TABBY,Spayed,5,4/17/19,NORMAL,OWNER SURRENDER,42
GRAY TABBY,Spayed,4,6/1/19,FRACTIOUS,STRAY,42
GRAY TABBY,Neutered,4,6/29/19,NORMAL,STRAY,42
GRAY TABBY,Male,4,6/29/19,NORMAL,STRAY,42
CRM TABBY,Female,4,9/27/19,UNDER AGE/WEIGHT,STRAY,42
WHITE,Neutered,4,10/19/19,NORMAL,OWNER SURRENDER,42
BLACK,Spayed,4,11/27/19,NORMAL,STRAY,42
WHITE,Spayed,4,2/6/20,NORMAL,STRAY,42
GRAY TABBY,Spayed,3,7/29/20,ILL MILD,STRAY,42
ORANGE,Neutered,3,11/4/21,NORMAL,OWNER SURRENDER,42
WHITE,Neutered,3,11/27/21,ILL MODERATETE,STRAY,42
GRAY TABBY,Spayed,1,5/7/22,NORMAL,STRAY,42
BLACK,Neutered,1,6/11/22,NORMAL,STRAY,42
BLACK,Spayed,1,6/11/22,NORMAL,STRAY,42
WHITE,Spayed,3,6/16/22,INJURED  MODERATE,STRAY,42
BLACK,Neutered,1,11/4/22,ILL MILD,STRAY,42
S-T PT,Spayed,1,12/21/22,NORMAL,STRAY,42
GRAY TABBY,Spayed,0,6/23/23,ILL MILD,OWNER SURRENDER,42
BRN TABBY,Neutered,0,8/30/23,ILL MILD,STRAY,42
CHOC PT,Unknown,6,7/22/17,NORMAL,STRAY,41
GRAY,Female,6,8/11/17,NORMAL,STRAY,41
WHITE,Neutered,9,6/22/18,INJURED  MODERATE,OWNER SURRENDER,41
CALICO,Spayed,5,7/20/18,FRACTIOUS,STRAY,41
GRAY TABBY,Neutered,5,11/3/18,NORMAL,STRAY,41
ORG TABBY,Neutered,5,11/8/18,FRACTIOUS,STRAY,41
GRAY,Spayed,5,12/15/18,NORMAL,STRAY,41
TORTIE,Spayed,7,7/12/19,NORMAL,STRAY,41
BLACK,Neutered,4,7/12/19,NORMAL,STRAY,41
GRAY,Neutered,4,8/4/19,ILL MILD,STRAY,41
BRN TABBY,Spayed,4,9/26/19,ILL MODERATETE,STRAY,41
GRAY TABBY,Neutered,4,9/26/19,ILL MODERATETE,STRAY,41
TORTIE,Spayed,6,11/25/19,NORMAL,STRAY,41
CHOC PT,Neutered,7,6/28/20,INJURED  MODERATE,STRAY,41
GRAY TABBY,Spayed,3,8/19/20,NORMAL,STRAY,41
CALICO,Spayed,5,10/15/20,ILL MODERATETE,STRAY,41
CALICO,Spayed,3,5/28/21,NORMAL,CONFISCATE,41
ORG TABBY,Spayed,2,7/25/21,UNDER AGE/WEIGHT,STRAY,41
GRAY,Neutered,5,7/26/21,NORMAL,CONFISCATE,41
WHITE,Neutered,5,7/26/21,NORMAL,CONFISCATE,41
ORANGE,Neutered,5,10/28/21,NORMAL,RETURN,41
BLACK,Neutered,4,3/26/22,NORMAL,STRAY,41
TORBI,Spayed,1,3/26/22,UNDER AGE/WEIGHT,STRAY,41
CALICO,Spayed,3,5/15/22,NORMAL,OWNER SURRENDER,41
WHITE,Neutered,7,8/18/22,NORMAL,OWNER SURRENDER,41
WHITE,Spayed,0,11/3/22,UNDER AGE/WEIGHT,STRAY,41
ORG TABBY,Neutered,5,2/5/23,INJURED  MILD,STRAY,41
BRN TABBY,Spayed,0,3/12/23,UNDER AGE/WEIGHT,STRAY,41
BLACK,Spayed,6,7/16/17,NORMAL,STRAY,40
TORTIE DIL,Spayed,5,11/9/18,NORMAL,STRAY,40
TORTIE,Spayed,5,11/9/18,NORMAL,STRAY,40
WHITE,Male,4,6/4/19,ILL MILD,STRAY,40
GRAY TABBY,Neutered,4,6/14/19,NORMAL,STRAY,40
BRN TABBY,Spayed,12,1/6/20,FRACTIOUS,OWNER SURRENDER,40
BLACK,Female,4,1/17/20,NORMAL,STRAY,40
BLACK,Neutered,8,6/19/20,FRACTIOUS,STRAY,40
BRN TABBY,Neutered,3,6/23/20,NORMAL,STRAY,40
BLACK,Neutered,3,6/26/20,NORMAL,STRAY,40
BLACK,Neutered,3,1/16/21,ILL MODERATETE,STRAY,40
FLAME PT,Neutered,2,8/21/21,NORMAL,STRAY,40
GRAY,Spayed,9,4/18/22,ILL MILD,OWNER SURRENDER,40
BLACK,Spayed,1,5/7/22,UNDER AGE/WEIGHT,STRAY,40
GRAY TABBY,Neutered,3,5/14/22,NORMAL,STRAY,40
GRAY,Spayed,1,7/11/22,UNDER AGE/WEIGHT,STRAY,40
BLACK,Neutered,1,7/22/22,ILL MODERATETE,STRAY,40
BLACK,Neutered,1,11/4/22,ILL MILD,STRAY,40
GRAY TABBY,Neutered,0,12/18/22,NORMAL,STRAY,40
GRAY,Female,0,4/23/23,UNDER AGE/WEIGHT,STRAY,40
BLUE,Neutered,16,1/7/17,NORMAL,STRAY,39
GRAY TABBY,Spayed,7,9/6/17,NORMAL,STRAY,39
CRM TABBY,Female,6,9/16/17,UNDER AGE/WEIGHT,STRAY,39
BLACK,Neutered,5,9/30/18,NORMAL,STRAY,39
SEAL PT,Spayed,5,10/27/18,INJURED  MILD,STRAY,39
ORG TABBY,Neutered,3,8/26/20,NORMAL,STRAY,39
LYNX PT,Spayed,4,9/5/20,NORMAL,STRAY,39
GRAY TABBY,Neutered,2,7/10/21,UNDER AGE/WEIGHT,STRAY,39
GRAY,Neutered,2,7/10/21,UNDER AGE/WEIGHT,STRAY,39
BLACK,Spayed,2,8/18/21,INJURED  MODERATE,STRAY,39
GRAY,Neutered,2,8/21/21,NORMAL,STRAY,39
GRAY,Neutered,1,3/26/22,UNDER AGE/WEIGHT,STRAY,39
WHITE,Neutered,1,6/4/22,ILL MILD,STRAY,39
BRN TABBY,Spayed,4,1/18/23,ILL MODERATETE,STRAY,39
BLACK,Neutered,0,4/23/23,UNDER AGE/WEIGHT,STRAY,39
ORG TABBY,Neutered,0,4/23/23,UNDER AGE/WEIGHT,STRAY,39
WHITE,Spayed,0,4/23/23,UNDER AGE/WEIGHT,STRAY,39
BLACK,Spayed,1,5/3/23,ILL MILD,STRAY,39
ORG TABBY,Neutered,6,4/12/17,ILL MODERATETE,STRAY,38
BLACK,Spayed,11,9/6/17,NORMAL,STRAY,38
GRAY TABBY,Spayed,6,9/23/17,NORMAL,STRAY,38
WHITE,Spayed,6,9/23/17,NORMAL,STRAY,38
TORTIE DIL,Spayed,6,9/23/17,NORMAL,STRAY,38
SEAL PT,Spayed,22,1/3/18,NORMAL,OWNER SURRENDER,38
SEAL PT,Neutered,7,5/13/18,NORMAL,STRAY,38
WHITE,Female,5,7/20/18,FRACTIOUS,STRAY,38
ORG TABBY,Female,5,9/20/18,NORMAL,STRAY,38
BLACK,Neutered,5,9/30/18,NORMAL,STRAY,38
CALICO,Spayed,9,1/6/19,NORMAL,STRAY,38
BRN TABBY,Spayed,6,2/24/19,INJURED  SEVERE,STRAY,38
BRN TABBY,Neutered,4,10/9/19,NORMAL,STRAY,38
BRN TABBY,Neutered,3,6/17/20,UNDER AGE/WEIGHT,STRAY,38
GRAY TABBY,Spayed,3,10/14/20,UNDER AGE/WEIGHT,STRAY,38
CALICO,Spayed,8,3/9/21,ILL SEVERE,CONFISCATE,38
TAN,Neutered,2,8/24/21,ILL MILD,STRAY,38
GRAY,Spayed,2,2/22/22,NORMAL,OWNER SURRENDER,38
GRAY TABBY,Spayed,1,4/13/22,UNDER AGE/WEIGHT,STRAY,38
CALICO,Spayed,1,9/7/22,UNDER AGE/WEIGHT,STRAY,38
GRAY,Neutered,2,11/22/22,NORMAL,OWNER SURRENDER,38
CREAM,Neutered,0,3/29/23,UNDER AGE/WEIGHT,STRAY,38
ORG TABBY,Neutered,3,3/29/23,NORMAL,OWNER SURRENDER,38
TORTIE,Spayed,3,3/29/23,NORMAL,OWNER SURRENDER,38
GRAY TABBY,Spayed,9,3/8/17,NORMAL,STRAY,37
GRAY TABBY,Male,6,8/3/17,INJURED  MILD,STRAY,37
BLACK,Neutered,9,10/26/17,NORMAL,STRAY,37
BRN TABBY,Spayed,5,12/19/18,NORMAL,STRAY,37
GRAY,Neutered,14,3/20/19,NORMAL,STRAY,37
BLACK,Spayed,4,5/23/19,UNDER AGE/WEIGHT,STRAY,37
BRN TABBY,Spayed,3,6/23/20,NORMAL,STRAY,37
GRAY,Spayed,3,9/10/20,NORMAL,STRAY,37
BLACK,Spayed,5,12/15/20,INJURED  MILD,RETURN,37
WHITE,Neutered,6,7/12/21,NORMAL,STRAY,37
BRN TABBY,Spayed,8,9/21/21,NORMAL,STRAY,37
BRN TABBY,Neutered,4,4/14/22,NORMAL,STRAY,37
ORG TABBY,Neutered,4,4/26/22,NORMAL,WELFARE SEIZED,37
BLACK,Spayed,2,5/19/22,NORMAL,STRAY,37
BLACK,Neutered,1,5/19/22,NORMAL,STRAY,37
GRAY TABBY,Neutered,1,5/19/22,NORMAL,STRAY,37
BLACK,Neutered,1,5/19/22,NORMAL,STRAY,37
BLACK,Spayed,1,7/27/22,NORMAL,WELFARE SEIZED,37
GRAY TABBY,Neutered,1,7/28/22,UNDER AGE/WEIGHT,STRAY,37
ORG TABBY,Neutered,2,9/1/22,NORMAL,STRAY,37
TORTIE DIL,Spayed,1,10/4/22,ILL SEVERE,STRAY,37
BLACK,Neutered,0,4/20/23,FRACTIOUS,STRAY,37
GRAY,Neutered,0,4/20/23,FRACTIOUS,STRAY,37
GRAY,Neutered,13,4/26/23,ILL MILD,STRAY,37
BLACK,Neutered,0,6/1/23,ILL MILD,STRAY,37
ORG TABBY,Neutered,12,6/7/17,NORMAL,STRAY,36
GRAY,Neutered,6,8/22/17,FERAL,STRAY,36
CALICO,Female,5,5/20/18,UNDER AGE/WEIGHT,STRAY,36
ORG TABBY,Neutered,9,7/13/18,ILL MILD,STRAY,36
WHITE,Neutered,6,10/5/18,NORMAL,OWNER SURRENDER,36
SEAL PT,Neutered,5,10/24/18,ILL MODERATETE,STRAY,36
BRN TABBY,Neutered,6,1/21/19,INJURED  MODERATE,STRAY,36
WHITE,Spayed,4,7/13/19,UNDER AGE/WEIGHT,STRAY,36
WHITE,Neutered,4,8/15/19,UNDER AGE/WEIGHT,STRAY,36
BRN TABBY,Neutered,8,1/24/20,NORMAL,OWNER SURRENDER,36
BLACK,Neutered,5,2/12/20,FRACTIOUS,STRAY,36
GRAY TABBY,Neutered,3,6/17/20,UNDER AGE/WEIGHT,STRAY,36
BRN TABBY,Spayed,3,6/23/20,NORMAL,STRAY,36
BRN TABBY,Neutered,6,7/23/20,NORMAL,OWNER SURRENDER,36
GRAY,Neutered,3,9/10/20,NORMAL,STRAY,36
BLACK,Spayed,3,10/7/20,NORMAL,STRAY,36
BLACK,Neutered,3,10/14/20,NORMAL,STRAY,36
WHITE,Spayed,3,10/30/20,UNDER AGE/WEIGHT,STRAY,36
ORANGE,Neutered,2,10/19/21,UNDER AGE/WEIGHT,STRAY,36
ORANGE,Neutered,4,11/20/21,INJURED  MODERATE,STRAY,36
BLACK,Neutered,2,2/4/22,ILL MILD,STRAY,36
BLACK,Neutered,1,5/20/22,INJURED  SEVERE,STRAY,36
BLACK,Neutered,1,5/27/22,UNDER AGE/WEIGHT,STRAY,36
WHITE,Spayed,2,10/5/22,NORMAL,OWNER SURRENDER,36
CALICO,Spayed,3,1/4/23,NORMAL,OWNER SURRENDER,36
CALICO,Spayed,2,4/13/23,NORMAL,STRAY,36
WHITE,Spayed,2,4/21/23,INJURED  MILD,STRAY,36
WHITE,Spayed,5,8/16/23,ILL MODERATETE,STRAY,36
TORBI,Spayed,8,3/29/17,NORMAL,STRAY,35
LYNX PT,Spayed,6,8/17/17,BEHAVIOR  MODERATE,STRAY,35
GRAY,Male,6,10/15/17,NORMAL,STRAY,35
GRAY TABBY,Neutered,6,11/8/17,UNDER AGE/WEIGHT,STRAY,35
BLACK,Neutered,6,3/7/18,INJURED  MILD,STRAY,35
BLACK,Spayed,5,6/8/18,NORMAL,STRAY,35
BLACK,Neutered,5,11/21/18,NORMAL,STRAY,35
BLACK,Spayed,4,8/10/19,NORMAL,STRAY,35
TORTIE,Spayed,4,11/9/19,NORMAL,STRAY,35
BRN TABBY,Spayed,4,11/10/19,NORMAL,STRAY,35
ORANGE,Neutered,10,11/13/19,NORMAL,OWNER SURRENDER,35
GRAY TABBY,Neutered,4,11/16/19,NORMAL,STRAY,35
GRAY TABBY,Neutered,4,11/16/19,NORMAL,STRAY,35
BRN TABBY,Spayed,4,11/21/19,NORMAL,RETURN,35
BLACK,Neutered,4,12/1/19,BEHAVIOR  MODERATE,STRAY,35
BLACK,Spayed,4,12/1/19,BEHAVIOR  MODERATE,STRAY,35
GRAY TABBY,Spayed,3,6/17/20,UNDER AGE/WEIGHT,STRAY,35
TORTIE DIL,Spayed,3,10/31/20,NORMAL,STRAY,35
GRAY,Female,7,1/21/21,NORMAL,STRAY,35
GRAY,Spayed,2,6/6/21,NORMAL,STRAY,35
ORG TABBY,Spayed,2,6/9/21,NORMAL,STRAY,35
BRN TABBY,Spayed,2,7/21/21,NORMAL,STRAY,35
BLACK,Spayed,2,8/14/21,UNDER AGE/WEIGHT,STRAY,35
GRAY TABBY,Neutered,1,8/21/22,INJURED  SEVERE,STRAY,35
BLACK,Neutered,1,9/21/22,ILL MILD,STRAY,35
WHITE,Spayed,1,9/21/22,ILL MILD,STRAY,35
BLACK,Neutered,4,2/22/23,INJURED  MILD,STRAY,35
GRAY TABBY,Neutered,0,5/3/23,UNDER AGE/WEIGHT,STRAY,35
ORANGE,Neutered,10,4/27/17,NORMAL,OWNER SURRENDER,34
ORG TABBY,Male,6,9/2/17,NORMAL,OWNER SURRENDER,34
BLACK,Female,6,9/2/17,NORMAL,OWNER SURRENDER,34
BRN TABBY,Male,6,9/16/17,UNDER AGE/WEIGHT,STRAY,34
WHITE,Neutered,6,11/30/17,NORMAL,STRAY,34
WHITE,Neutered,9,4/8/18,NORMAL,STRAY,34
WHITE,Male,6,7/13/18,NORMAL,OWNER SURRENDER,34
ORG TABBY,Male,5,9/26/18,NORMAL,STRAY,34
GRAY,Neutered,4,6/7/19,NORMAL,STRAY,34
WHITE,Neutered,4,7/13/19,NORMAL,STRAY,34
BROWN,Neutered,7,7/28/19,NORMAL,STRAY,34
ORANGE,Neutered,6,8/11/19,NORMAL,OWNER SURRENDER,34
GRAY,Neutered,4,10/3/19,UNDER AGE/WEIGHT,STRAY,34
GRAY,Neutered,4,10/14/19,ILL MODERATETE,STRAY,34
BLACK,Spayed,4,11/10/19,NORMAL,STRAY,34
ORG TABBY,Neutered,10,6/21/20,NORMAL,WELFARE SEIZED,34
GRAY,Spayed,3,8/8/20,ILL MILD,STRAY,34
BRN TABBY,Neutered,3,9/5/20,INJURED  SEVERE,STRAY,34
GRAY TABBY,Neutered,3,9/10/20,NORMAL,STRAY,34
GRAY,Spayed,3,9/10/20,NORMAL,STRAY,34
GRAY TABBY,Spayed,3,9/18/20,NORMAL,STRAY,34
BLACK,Spayed,3,9/18/20,NORMAL,STRAY,34
BLACK,Spayed,3,10/4/20,NORMAL,STRAY,34
BLACK,Neutered,3,10/4/20,NORMAL,STRAY,34
GRAY,Spayed,3,11/12/20,INJURED  MILD,STRAY,34
GRAY,Neutered,4,2/7/22,NORMAL,OWNER SURRENDER,34
GRAY,Neutered,4,2/7/22,NORMAL,OWNER SURRENDER,34
GRAY TABBY,Neutered,1,7/28/22,UNDER AGE/WEIGHT,STRAY,34
GRAY TABBY,Neutered,9,8/18/22,NORMAL,RETURN,34
BLACK,Spayed,1,10/27/22,UNDER AGE/WEIGHT,STRAY,34
BRN TABBY,Spayed,1,10/27/22,UNDER AGE/WEIGHT,STRAY,34
WHITE,Spayed,1,5/25/23,NORMAL,STRAY,34
BLACK,Male,5,2/3/19,FRACTIOUS,STRAY,33
BLACK,Female,4,5/26/19,NORMAL,STRAY,33
SEAL PT,Female,4,7/5/19,NORMAL,STRAY,33
BRN TABBY,Spayed,6,7/12/19,NORMAL,STRAY,33
BLACK,Spayed,4,8/3/19,NORMAL,OWNER SURRENDER,33
BLACK,Spayed,3,7/14/20,ILL SEVERE,STRAY,33
CALICO,Spayed,3,1/23/21,NORMAL,OWNER SURRENDER,33
CRM TABBY,Neutered,2,6/7/21,NORMAL,STRAY,33
BRN TABBY,Neutered,2,6/11/21,NORMAL,STRAY,33
ORANGE,Neutered,2,8/21/21,NORMAL,STRAY,33
BLACK,Neutered,2,8/27/21,NORMAL,STRAY,33
ORG TABBY,Neutered,1,11/8/21,UNDER AGE/WEIGHT,WELFARE SEIZED,33
ORG TABBY,Spayed,1,11/8/21,UNDER AGE/WEIGHT,WELFARE SEIZED,33
GRAY,Spayed,1,9/4/22,UNDER AGE/WEIGHT,STRAY,33
TORTIE PT,Spayed,1,12/15/22,INJURED  MILD,STRAY,33
BLACK,Spayed,0,5/7/23,NORMAL,STRAY,33
GRAY,Spayed,2,8/25/23,UNDER AGE/WEIGHT,STRAY,33
BLACK,Spayed,10,1/18/17,FERAL,OWNER SURRENDER,32
BRN TABBY,Male,6,8/12/17,NORMAL,STRAY,32
BLACK,Male,6,8/12/17,NORMAL,STRAY,32
BLACK,Female,6,10/19/17,UNDER AGE/WEIGHT,STRAY,32
ORG TABBY,Male,15,12/22/17,NORMAL,OWNER SURRENDER,32
SEAL PT,Spayed,5,4/17/18,NORMAL,STRAY,32
ORG TABBY,Neutered,5,8/1/18,NORMAL,STRAY,32
BLACK,Male,5,10/31/18,UNDER AGE/WEIGHT,STRAY,32
LILAC PT,Female,8,12/5/18,ILL MILD,OWNER SURRENDER,32
BLACK,Female,4,5/25/19,FRACTIOUS,STRAY,32
ORG TABBY,Male,4,6/5/19,FRACTIOUS,STRAY,32
ORG TABBY,Neutered,4,11/16/19,NORMAL,STRAY,32
GRAY,Male,13,12/4/19,INJURED  MILD,STRAY,32
GRAY,Neutered,5,2/16/20,INJURED  MILD,STRAY,32
