Primary_Color,Sex,Age,Intake_Date,Intake_Condition,Intake_Type,days_stayed,Primary_Color_encoded,Sex_encoded,Intake_Condition_encoded,Intake_Type_encoded
LYNX PT,Neutered,6,8/11/18,NORMAL,STRAY,62,20,2,13,3
CALICO TAB,Spayed,4,6/2/19,UNDER AGE/WEIGHT,STRAY,62,10,3,14,3
BRN TABBY,Neutered,4,6/7/19,UNDER AGE/WEIGHT,STRAY,62,5,2,14,3
BLACK,Spayed,4,7/5/19,UNDER AGE/WEIGHT,STRAY,62,0,3,14,3
BRN TABBY,Neutered,4,7/5/19,UNDER AGE/WEIGHT,STRAY,62,5,2,14,3
GRAY TABBY,Spayed,4,9/15/19,UNDER AGE/WEIGHT,STRAY,62,16,3,14,3
S-T PT,Spayed,7,12/13/19,INJURED  MODERATE,STRAY,62,23,3,11,3
WHITE,Neutered,6,1/17/20,ILL MODERATETE,STRAY,62,32,2,8,3
ORANGE,Male,2,11/22/20,UNDER AGE/WEIGHT,STRAY,62,21,1,14,3
BLACK,Neutered,2,11/22/20,UNDER AGE/WEIGHT,STRAY,62,0,2,14,3
TORTIE,Spayed,2,11/7/21,NORMAL,RETURN,62,29,3,13,2
GRAY TABBY,Neutered,1,4/16/22,UNDER AGE/WEIGHT,STRAY,62,16,2,14,3
GRAY,Spayed,1,5/19/22,NORMAL,STRAY,62,15,3,13,3
GRAY,Neutered,5,7/28/18,UNDER AGE/WEIGHT,STRAY,61,15,2,14,3
ORG TABBY,Neutered,9,8/10/18,NORMAL,STRAY,61,22,2,13,3
BLACK,Neutered,4,5/25/19,UNDER AGE/WEIGHT,STRAY,61,0,2,14,3
BRN TABBY,Spayed,4,5/25/19,UNDER AGE/WEIGHT,STRAY,61,5,3,14,3
BLACK,Neutered,4,5/25/19,UNDER AGE/WEIGHT,STRAY,61,0,2,14,3
BRN TABBY,Neutered,4,9/10/19,NORMAL,STRAY,61,5,2,13,3
GRAY,Spayed,4,12/22/19,NORMAL,OWNER SURRENDER,61,15,3,13,1
BRN TABBY,Neutered,3,7/11/20,FRACTIOUS,STRAY,61,5,2,5,3
BRN TABBY,Spayed,2,6/6/21,INJURED  MILD,STRAY,61,5,3,10,3
TORTIE,Spayed,1,4/25/22,UNDER AGE/WEIGHT,STRAY,61,29,3,14,3
ORG TABBY,Neutered,1,4/25/22,UNDER AGE/WEIGHT,STRAY,61,22,2,14,3
GRAY TABBY,Neutered,7,3/10/23,INJURED  MODERATE,STRAY,61,16,2,11,3
GRAY TABBY,Spayed,1,4/21/23,I/I REPORT,STRAY,61,16,3,6,3
BLACK,Neutered,14,7/22/17,NORMAL,OWNER SURRENDER,60,0,2,13,1
BLACK,Neutered,5,6/17/18,NORMAL,STRAY,60,0,2,13,3
BRN TABBY,Spayed,7,7/7/18,NORMAL,STRAY,60,5,3,13,3
ORANGE,Male,6,10/1/18,ILL MILD,STRAY,60,21,1,7,3
BROWN,Female,6,11/10/18,NORMAL,OWNER SURRENDER,60,7,0,13,1
BLACK,Spayed,4,5/25/19,UNDER AGE/WEIGHT,STRAY,60,0,3,14,3
CALICO,Spayed,9,6/24/20,BEHAVIOR  MODERATE,OWNER SURRENDER,60,8,3,2,1
BLACK,Neutered,2,3/5/22,NORMAL,STRAY,60,0,2,13,3
BLACK,Neutered,2,3/5/22,NORMAL,STRAY,60,0,2,13,3
ORG TABBY,Neutered,1,5/22/22,UNDER AGE/WEIGHT,STRAY,60,22,2,14,3
WHITE,Spayed,1,8/10/22,ILL MILD,STRAY,60,32,3,7,3
BLK SMOKE,Spayed,6,9/6/17,NORMAL,STRAY,59,1,3,13,3
ORG TABBY,Neutered,5,6/10/18,NORMAL,STRAY,59,22,2,13,3
TORTIE,Spayed,5,9/8/18,UNDER AGE/WEIGHT,STRAY,59,29,3,14,3
TORTIE,Spayed,5,9/8/18,UNDER AGE/WEIGHT,STRAY,59,29,3,14,3
BLACK,Neutered,5,10/8/18,UNDER AGE/WEIGHT,STRAY,59,0,2,14,3
WHITE,Neutered,6,4/1/19,INJURED  MODERATE,STRAY,59,32,2,11,3
BLACK,Neutered,4,9/8/19,UNDER AGE/WEIGHT,STRAY,59,0,2,14,3
CALICO DIL,Spayed,6,10/20/20,NORMAL,STRAY,59,9,3,13,3
GRAY,Neutered,2,4/12/21,UNDER AGE/WEIGHT,STRAY,59,15,2,14,3
BRN TABBY,Neutered,2,6/10/21,NORMAL,STRAY,59,5,2,13,3
BRN TABBY,Spayed,2,6/10/21,FRACTIOUS,STRAY,59,5,3,5,3
WHITE,Neutered,2,10/14/21,ILL MODERATETE,STRAY,59,32,2,8,3
BRN TABBY,Neutered,9,11/24/21,ILL MODERATETE,STRAY,59,5,2,8,3
BLACK,Neutered,1,6/15/22,UNDER AGE/WEIGHT,STRAY,59,0,2,14,3
WHITE,Neutered,1,7/28/22,UNDER AGE/WEIGHT,STRAY,59,32,2,14,3
BRN TABBY,Neutered,7,2/4/17,NORMAL,STRAY,58,5,2,13,3
ORG TABBY,Neutered,16,3/31/17,NORMAL,OWNER SURRENDER,58,22,2,13,1
BLACK,Neutered,6,10/19/17,UNDER AGE/WEIGHT,STRAY,58,0,2,14,3
GRAY TABBY,Spayed,8,5/6/18,NORMAL,STRAY,58,16,3,13,3
ORG TABBY,Spayed,4,10/17/19,NORMAL,STRAY,58,22,3,13,3
WHITE,Neutered,2,10/14/21,ILL MODERATETE,STRAY,58,32,2,8,3
BLACK,Neutered,5,5/12/22,NORMAL,OWNER SURRENDER,58,0,2,13,1
BLACK,Neutered,1,10/11/22,UNDER AGE/WEIGHT,STRAY,58,0,2,14,3
GRAY,Spayed,1,10/11/22,UNDER AGE/WEIGHT,STRAY,58,15,3,14,3
WHITE,Neutered,1,11/10/22,ILL MODERATETE,STRAY,58,32,2,8,3
BLACK,Neutered,0,5/11/23,NORMAL,STRAY,58,0,2,13,3
SNOWSHOE,Neutered,8,2/23/17,NORMAL,OWNER SURRENDER,57,26,2,13,1
BLACK,Neutered,6,6/14/17,UNDER AGE/WEIGHT,STRAY,57,0,2,14,3
BLACK,Neutered,9,9/9/17,NORMAL,STRAY,57,0,2,13,3
BLK SMOKE,Female,6,1/18/18,NORMAL,STRAY,57,1,0,13,3
SEAL PT,Spayed,9,6/20/18,NORMAL,STRAY,57,24,3,13,3
ORG TABBY,Male,5,7/25/18,NORMAL,STRAY,57,22,1,13,3
BLACK,Spayed,5,10/26/18,NORMAL,STRAY,57,0,3,13,3
BLACK,Spayed,7,3/2/19,NORMAL,STRAY,57,0,3,13,3
BLACK,Female,10,4/4/19,NORMAL,OWNER SURRENDER,57,0,0,13,1
BRN TABBY,Spayed,4,7/10/19,UNDER AGE/WEIGHT,STRAY,57,5,3,14,3
ORG TABBY,Neutered,4,7/12/19,NORMAL,STRAY,57,22,2,13,3
BLACK,Neutered,3,6/27/20,NORMAL,STRAY,57,0,2,13,3
BRN TABBY,Spayed,6,6/27/20,NORMAL,OWNER SURRENDER,57,5,3,13,1
S-T PT,Spayed,5,10/22/20,NORMAL,STRAY,57,23,3,13,3
BLACK,Spayed,3,7/24/21,ILL MILD,STRAY,57,0,3,7,3
BLACK,Spayed,4,11/12/21,NORMAL,STRAY,57,0,3,13,3
BLACK,Neutered,9,5/20/22,INJURED  MILD,STRAY,57,0,2,10,3
BRN TABBY,Spayed,6,5/31/17,FERAL,STRAY,56,5,3,4,3
BLACK,Spayed,6,6/11/17,NORMAL,STRAY,56,0,3,13,3
BLACK,Female,8,8/9/17,NORMAL,OWNER SURRENDER,56,0,0,13,1
BRN TABBY,Male,6,2/21/18,NORMAL,STRAY,56,5,1,13,3
BRN TABBY,Neutered,5,8/1/18,NORMAL,STRAY,56,5,2,13,3
BRN TABBY,Neutered,6,9/8/18,FRACTIOUS,STRAY,56,5,2,5,3
TORTIE,Spayed,7,9/15/18,NORMAL,STRAY,56,29,3,13,3
GRAY TABBY,Neutered,4,6/6/19,ILL MILD,STRAY,56,16,2,7,3
TORTIE DIL,Spayed,7,8/24/19,NORMAL,STRAY,56,30,3,13,3
BLACK,Neutered,13,9/15/19,NORMAL,OWNER SURRENDER,56,0,2,13,1
BRN TABBY,Neutered,13,9/15/19,NORMAL,OWNER SURRENDER,56,5,2,13,1
BLACK,Neutered,5,10/9/19,NORMAL,OWNER SURRENDER,56,0,2,13,1
BLACK,Neutered,5,1/23/20,ILL MILD,STRAY,56,0,2,7,3
BRN TABBY,Spayed,2,7/15/21,INJURED  MILD,STRAY,56,5,3,10,3
WHITE,Spayed,1,6/22/22,UNDER AGE/WEIGHT,STRAY,56,32,3,14,3
CRM TABBY,Neutered,3,12/14/22,ILL MODERATETE,OWNER SURRENDER,56,13,2,8,1
BLACK,Male,0,4/5/23,FRACTIOUS,STRAY,56,0,1,5,3
WHITE,Spayed,0,8/5/23,NORMAL,STRAY,56,32,3,13,3
SEAL PT,Neutered,6,7/27/17,FERAL,STRAY,55,24,2,4,3
ORG TABBY,Neutered,5,6/15/18,FRACTIOUS,STRAY,55,22,2,5,3
ORG TABBY,Neutered,5,6/15/18,FRACTIOUS,STRAY,55,22,2,5,3
ORANGE,Male,5,8/22/18,NORMAL,STRAY,55,21,1,13,3
BLACK,Spayed,4,6/20/19,UNDER AGE/WEIGHT,STRAY,55,0,3,14,3
BLACK,Neutered,5,1/24/20,NORMAL,STRAY,55,0,2,13,3
BLACK,Spayed,3,10/1/20,UNDER AGE/WEIGHT,STRAY,55,0,3,14,3
TORTIE,Spayed,3,10/29/20,NORMAL,STRAY,55,29,3,13,3
GRAY TIGER,Neutered,5,1/14/21,NORMAL,OWNER SURRENDER,55,17,2,13,1
GRAY,Neutered,2,6/10/21,FRACTIOUS,STRAY,55,15,2,5,3
BRN TABBY,Neutered,2,8/23/21,INJURED  MILD,STRAY,55,5,2,10,3
BLACK,Neutered,7,10/17/21,NORMAL,STRAY,55,0,2,13,3
BLACK,Neutered,2,10/28/21,NORMAL,WELFARE SEIZED,55,0,2,13,4
LYNX PT,Neutered,9,2/10/22,NORMAL,OWNER SURRENDER,55,20,2,13,1
WHITE,Neutered,6,5/1/22,NORMAL,OWNER SURRENDER,55,32,2,13,1
GRAY,Neutered,1,10/23/22,ILL MODERATETE,STRAY,55,15,2,8,3
GRAY,Neutered,0,5/13/23,UNDER AGE/WEIGHT,STRAY,55,15,2,14,3
BLACK,Spayed,1,6/29/23,INJURED  MODERATE,STRAY,55,0,3,11,3
GRAY,Spayed,10,10/20/18,FRACTIOUS,OWNER SURRENDER,54,15,3,5,1
GRAY,Female,5,11/13/18,UNDER AGE/WEIGHT,STRAY,54,15,0,14,3
TORTIE,Spayed,5,11/18/18,NORMAL,STRAY,54,29,3,13,3
TORTIE,Spayed,4,5/25/19,FRACTIOUS,STRAY,54,29,3,5,3
BRN TABBY,Spayed,4,6/7/19,UNDER AGE/WEIGHT,STRAY,54,5,3,14,3
GRAY,Spayed,4,6/14/19,ILL MILD,STRAY,54,15,3,7,3
BLACK,Spayed,5,5/24/20,NORMAL,OWNER SURRENDER,54,0,3,13,1
BRN TABBY,Spayed,5,9/7/20,NORMAL,STRAY,54,5,3,13,3
BLACK,Neutered,2,10/22/21,ILL MILD,STRAY,54,0,2,7,3
CALICO,Spayed,3,5/2/22,NORMAL,STRAY,54,8,3,13,3
ORANGE,Neutered,0,2/18/23,UNDER AGE/WEIGHT,STRAY,54,21,2,14,3
GRAY,Female,6,10/3/18,INJURED  MODERATE,STRAY,53,15,0,11,3
BLACK,Neutered,16,10/27/18,INJURED  SEVERE,STRAY,53,0,2,12,3
GRAY,Spayed,4,6/29/19,NORMAL,STRAY,53,15,3,13,3
ORG TABBY,Spayed,4,9/7/19,NORMAL,STRAY,53,22,3,13,3
ORG TABBY,Neutered,4,9/7/19,NORMAL,STRAY,53,22,2,13,3
BLACK,Neutered,2,5/22/21,UNDER AGE/WEIGHT,STRAY,53,0,2,14,3
ORANGE,Neutered,4,6/12/21,NORMAL,OWNER SURRENDER,53,21,2,13,1
GRAY,Neutered,2,2/14/22,NORMAL,OWNER SURRENDER,53,15,2,13,1
ORANGE,Neutered,6,5/1/22,NORMAL,OWNER SURRENDER,53,21,2,13,1
ORG TABBY,Neutered,1,5/4/22,UNDER AGE/WEIGHT,STRAY,53,22,2,14,3
GRAY TABBY,Spayed,1,6/25/22,UNDER AGE/WEIGHT,STRAY,53,16,3,14,3
GRAY TABBY,Neutered,1,10/24/22,ILL MILD,STRAY,53,16,2,7,3
ORG TABBY,Male,14,3/7/17,ILL MODERATETE,STRAY,52,22,1,8,3
ORANGE,Neutered,7,9/2/17,NORMAL,OWNER SURRENDER,52,21,2,13,1
BLACK,Male,5,4/29/18,NORMAL,STRAY,52,0,1,13,3
BRN TABBY,Spayed,7,11/21/18,NORMAL,STRAY,52,5,3,13,3
ORANGE,Neutered,11,5/12/19,ILL MODERATETE,STRAY,52,21,2,8,3
BLACK,Spayed,6,8/15/19,NORMAL,STRAY,52,0,3,13,3
GRAY TABBY,Spayed,6,6/17/20,NORMAL,STRAY,52,16,3,13,3
BLACK,Spayed,2,6/6/21,NORMAL,STRAY,52,0,3,13,3
BLACK,Spayed,8,11/17/21,NORMAL,OWNER SURRENDER,52,0,3,13,1
BLACK,Neutered,2,5/4/22,NORMAL,OWNER SURRENDER,52,0,2,13,1
BLACK,Spayed,2,6/15/22,ILL MILD,STRAY,52,0,3,7,3
BLACK,Spayed,2,6/15/22,ILL MILD,STRAY,52,0,3,7,3
BLACK,Spayed,1,6/22/22,NORMAL,STRAY,52,0,3,13,3
GRAY,Neutered,1,7/28/22,UNDER AGE/WEIGHT,STRAY,52,15,2,14,3
BLACK,Spayed,1,10/31/22,NORMAL,STRAY,52,0,3,13,3
BLACK,Neutered,8,1/4/23,NORMAL,STRAY,52,0,2,13,3
BRN TABBY,Neutered,5,2/12/23,ILL SEVERE,STRAY,52,5,2,9,3
BLACK,Neutered,0,7/16/23,UNDER AGE/WEIGHT,STRAY,52,0,2,14,3
BLACK,Neutered,6,10/19/17,UNDER AGE/WEIGHT,STRAY,51,0,2,14,3
ORG TABBY,Neutered,4,5/24/19,UNDER AGE/WEIGHT,STRAY,51,22,2,14,3
WHITE,Neutered,18,6/27/19,NORMAL,OWNER SURRENDER,51,32,2,13,1
BLACK,Neutered,6,1/16/20,NORMAL,OWNER SURRENDER,51,0,2,13,1
BLACK,Spayed,7,6/25/20,NORMAL,OWNER SURRENDER,51,0,3,13,1
BLACK,Neutered,3,6/26/20,NORMAL,STRAY,51,0,2,13,3
TORTIE DIL,Spayed,3,10/1/20,UNDER AGE/WEIGHT,STRAY,51,30,3,14,3
BLACK,Neutered,8,10/1/20,BEHAVIOR  MODERATE,STRAY,51,0,2,2,3
GRAY,Neutered,1,4/21/22,UNDER AGE/WEIGHT,STRAY,51,15,2,14,3
BRN TABBY,Spayed,1,1/12/23,NORMAL,STRAY,51,5,3,13,3
WHITE,Spayed,8,2/23/17,NORMAL,OWNER SURRENDER,50,32,3,13,1
CALICO,Female,10,3/11/17,NORMAL,OWNER SURRENDER,50,8,0,13,1
TAN,Spayed,9,3/11/17,NORMAL,STRAY,50,27,3,13,3
BRN TABBY,Female,6,4/26/17,UNDER AGE/WEIGHT,STRAY,50,5,0,14,3
GRAY,Spayed,6,6/29/17,FERAL,STRAY,50,15,3,4,3
CALICO,Spayed,6,8/23/17,NORMAL,STRAY,50,8,3,13,3
ORANGE,Spayed,8,3/16/18,NORMAL,OWNER SURRENDER,50,21,3,13,1
BLACK,Female,5,6/29/18,UNDER AGE/WEIGHT,STRAY,50,0,0,14,3
GRAY TABBY,Spayed,5,9/12/18,NORMAL,STRAY,50,16,3,13,3
WHITE,Spayed,4,7/6/19,NORMAL,STRAY,50,32,3,13,3
TORTIE,Spayed,4,9/14/19,UNDER AGE/WEIGHT,STRAY,50,29,3,14,3
ORG TABBY,Spayed,4,9/27/19,NORMAL,STRAY,50,22,3,13,3
BLACK,Spayed,11,6/20/20,NORMAL,STRAY,50,0,3,13,3
WHITE,Neutered,3,6/26/20,NORMAL,STRAY,50,32,2,13,3
BLACK,Neutered,3,10/24/20,NORMAL,STRAY,50,0,2,13,3
WHITE,Neutered,3,10/30/20,NORMAL,STRAY,50,32,2,13,3
GRAY,Neutered,7,5/27/21,NORMAL,STRAY,50,15,2,13,3
BLK SMOKE,Neutered,2,7/27/21,NORMAL,STRAY,50,1,2,13,3
BLACK,Spayed,1,4/29/22,NORMAL,STRAY,50,0,3,13,3
CALICO DIL,Spayed,2,5/6/22,NORMAL,STRAY,50,9,3,13,3
FLAME PT,Neutered,5,7/16/22,NORMAL,STRAY,50,14,2,13,3
SEAL PT,Spayed,14,3/31/17,NORMAL,OWNER SURRENDER,49,24,3,13,1
BRN TABBY,Neutered,17,3/31/17,NORMAL,OWNER SURRENDER,49,5,2,13,1
BLACK,Male,6,9/10/17,NORMAL,STRAY,49,0,1,13,3
BLACK,Male,6,9/10/17,NORMAL,STRAY,49,0,1,13,3
BLK TABBY,Spayed,20,1/5/18,NORMAL,OWNER SURRENDER,49,2,3,13,1
ORG TABBY,Neutered,5,6/30/18,NORMAL,STRAY,49,22,2,13,3
SEAL PT,Neutered,17,2/16/19,NORMAL,STRAY,49,24,2,13,3
ORG TABBY,Neutered,4,6/23/19,NORMAL,STRAY,49,22,2,13,3
GRAY TABBY,Spayed,4,7/17/19,NORMAL,STRAY,49,16,3,13,3
GRAY TABBY,Neutered,4,7/17/19,NORMAL,STRAY,49,16,2,13,3
CALICO DIL,Spayed,5,7/18/19,NORMAL,STRAY,49,9,3,13,3
BLACK,Spayed,4,8/15/19,NORMAL,STRAY,49,0,3,13,3
ORG TABBY,Spayed,4,10/17/19,NORMAL,STRAY,49,22,3,13,3
BLACK,Spayed,3,8/16/20,ILL MILD,STRAY,49,0,3,7,3
BLACK,Spayed,5,8/26/20,ILL MODERATETE,STRAY,49,0,3,8,3
BRN TABBY,Spayed,4,8/26/20,ILL MODERATETE,STRAY,49,5,3,8,3
GRAY,Spayed,4,4/7/21,NORMAL,OWNER SURRENDER,49,15,3,13,1
TORTIE,Spayed,4,4/7/21,NORMAL,OWNER SURRENDER,49,29,3,13,1
CRM TABBY,Neutered,2,6/9/21,NORMAL,STRAY,49,13,2,13,3
TRICOLOR,Spayed,1,4/23/22,UNDER AGE/WEIGHT,STRAY,49,31,3,14,3
TORTIE,Spayed,1,4/23/22,UNDER AGE/WEIGHT,STRAY,49,29,3,14,3
BLACK,Neutered,1,5/27/22,UNDER AGE/WEIGHT,STRAY,49,0,2,14,3
GRAY TABBY,Neutered,5,2/1/23,ILL MODERATETE,STRAY,49,16,2,8,3
GRAY,Neutered,0,7/5/23,NORMAL,RETURN,49,15,2,13,2
CALICO,Spayed,0,8/30/23,ILL MILD,STRAY,49,8,3,7,3
GRAY TABBY,Spayed,6,6/14/17,NORMAL,STRAY,48,16,3,13,3
ORANGE,Spayed,17,7/9/17,NORMAL,OWNER SURRENDER,48,21,3,13,1
CALICO,Female,8,7/28/17,NORMAL,STRAY,48,8,0,13,3
GRAY TABBY,Spayed,6,7/1/18,NORMAL,STRAY,48,16,3,13,3
GRAY TABBY,Neutered,5,11/16/18,INJURED  MILD,STRAY,48,16,2,10,3
BRN TABBY,Spayed,4,6/22/19,UNDER AGE/WEIGHT,STRAY,48,5,3,14,3
ORG TABBY,Male,4,9/8/19,NORMAL,STRAY,48,22,1,13,3
ORG TABBY,Neutered,4,11/16/19,NORMAL,STRAY,48,22,2,13,3
BRN TABBY,Spayed,7,11/21/19,NORMAL,RETURN,48,5,3,13,2
ORG TABBY,Neutered,2,6/3/21,NORMAL,STRAY,48,22,2,13,3
WHITE,Neutered,2,6/17/21,UNDER AGE/WEIGHT,STRAY,48,32,2,14,3
BRN TABBY,Neutered,4,8/21/21,NORMAL,STRAY,48,5,2,13,3
BLACK,Neutered,3,11/17/21,INJURED  MODERATE,STRAY,48,0,2,11,3
GRAY,Spayed,1,3/31/22,UNDER AGE/WEIGHT,STRAY,48,15,3,14,3
GRAY,Neutered,2,4/15/22,NORMAL,OWNER SURRENDER,48,15,2,13,1
FLAME PT,Neutered,9,6/4/22,NORMAL,OWNER SURRENDER,48,14,2,13,1
BLACK,Neutered,1,7/11/22,UNDER AGE/WEIGHT,STRAY,48,0,2,14,3
SEAL PT,Spayed,2,10/27/22,NORMAL,OWNER SURRENDER,48,24,3,13,1
BLACK,Neutered,0,4/20/23,UNDER AGE/WEIGHT,STRAY,48,0,2,14,3
BRN TABBY,Neutered,0,4/28/23,UNDER AGE/WEIGHT,STRAY,48,5,2,14,3
BLACK,Spayed,4,7/6/23,INJURED  SEVERE,STRAY,48,0,3,12,3
TORTIE DIL,Spayed,1,8/17/23,NORMAL,STRAY,48,30,3,13,3
GRAY,Male,8,10/4/17,NORMAL,OWNER SURRENDER,47,15,1,13,1
BLACK,Spayed,5,6/9/18,UNDER AGE/WEIGHT,STRAY,47,0,3,14,3
BLACK,Neutered,5,6/17/18,UNDER AGE/WEIGHT,STRAY,47,0,2,14,3
ORG TABBY,Neutered,5,12/29/18,NORMAL,STRAY,47,22,2,13,3
CALICO,Spayed,4,7/5/19,UNDER AGE/WEIGHT,STRAY,47,8,3,14,3
ORG TABBY,Neutered,4,11/16/19,NORMAL,STRAY,47,22,2,13,3
BRN TABBY,Neutered,4,12/26/19,NORMAL,RETURN,47,5,2,13,2
BLACK,Neutered,3,6/26/20,NORMAL,STRAY,47,0,2,13,3
BLACK,Male,3,7/2/20,NORMAL,STRAY,47,0,1,13,3
ORANGE,Neutered,6,3/6/21,NORMAL,STRAY,47,21,2,13,3
GRAY,Neutered,4,2/7/22,NORMAL,OWNER SURRENDER,47,15,2,13,1
GRAY TABBY,Neutered,0,2/13/23,UNDER AGE/WEIGHT,STRAY,47,16,2,14,3
GRAY TABBY,Neutered,0,2/13/23,UNDER AGE/WEIGHT,STRAY,47,16,2,14,3
GRAY TABBY,Spayed,0,2/13/23,UNDER AGE/WEIGHT,STRAY,47,16,3,14,3
GRAY TABBY,Neutered,0,2/13/23,UNDER AGE/WEIGHT,STRAY,47,16,2,14,3
BLACK,Neutered,0,7/24/23,ILL MODERATETE,RETURN,47,0,2,8,2
WHITE,Spayed,9,7/23/17,NORMAL,STRAY,46,32,3,13,3
BLACK,Neutered,12,5/8/19,NORMAL,OWNER SURRENDER,46,0,2,13,1
WHITE,Spayed,4,6/12/19,UNDER AGE/WEIGHT,STRAY,46,32,3,14,3
BLACK,Neutered,4,7/20/19,INJURED  SEVERE,STRAY,46,0,2,12,3
GRAY,Neutered,5,9/15/19,NORMAL,OWNER SURRENDER,46,15,2,13,1
GRAY TABBY,Male,3,10/14/20,UNDER AGE/WEIGHT,STRAY,46,16,1,14,3
BLACK,Neutered,2,5/29/21,INJURED  MODERATE,STRAY,46,0,2,11,3
BLACK,Neutered,2,6/23/21,ILL MODERATETE,STRAY,46,0,2,8,3
BLACK,Neutered,1,4/24/22,NORMAL,STRAY,46,0,2,13,3
TAN,Neutered,2,6/12/22,ILL MILD,STRAY,46,27,2,7,3
WHITE,Spayed,1,6/15/22,UNDER AGE/WEIGHT,STRAY,46,32,3,14,3
BRN TABBY,Spayed,0,8/26/23,ILL MODERATETE,OWNER SURRENDER,46,5,3,8,1
SNOWSHOE,Spayed,0,8/26/23,INJURED  MILD,STRAY,46,26,3,10,3
WHITE,Spayed,0,9/2/23,NORMAL,STRAY,46,32,3,13,3
ORG TABBY,Neutered,13,3/16/17,NORMAL,STRAY,45,22,2,13,3
ORG TABBY,Male,6,10/5/17,NORMAL,STRAY,45,22,1,13,3
CALICO,Female,6,10/18/17,FERAL,STRAY,45,8,0,4,3
BRN TABBY,Neutered,6,3/21/18,NORMAL,OWNER SURRENDER,45,5,2,13,1
TORTIE,Neutered,7,3/21/18,NORMAL,OWNER SURRENDER,45,29,2,13,1
BLACK,Neutered,5,7/10/18,NORMAL,STRAY,45,0,2,13,3
SEAL PT,Male,5,11/4/18,UNDER AGE/WEIGHT,STRAY,45,24,1,14,3
BLACK,Spayed,4,6/13/19,NORMAL,STRAY,45,0,3,13,3
BLACK,Neutered,4,6/13/19,NORMAL,STRAY,45,0,2,13,3
ORG TABBY,Neutered,9,12/9/20,ILL MILD,STRAY,45,22,2,7,3
GRAY,Spayed,3,4/11/21,NORMAL,OWNER SURRENDER,45,15,3,13,1
SLVR TABBY,Neutered,2,8/8/21,NORMAL,STRAY,45,25,2,13,3
GRAY,Spayed,2,8/22/21,NORMAL,STRAY,45,15,3,13,3
TORTIE,Spayed,4,3/20/22,NORMAL,STRAY,45,29,3,13,3
BRN TABBY,Neutered,1,8/11/22,INJURED  MILD,STRAY,45,5,2,10,3
TORTIE,Spayed,2,10/30/22,INJURED  MODERATE,STRAY,45,29,3,11,3
BRN TABBY,Spayed,8,4/26/23,NORMAL,WELFARE SEIZED,45,5,3,13,4
GRAY TABBY,Spayed,12,8/16/23,AGED,STRAY,45,16,3,0,3
ORG TABBY,Neutered,6,6/28/17,FERAL,STRAY,44,22,2,4,3
SEAL PT,Spayed,7,5/10/18,NORMAL,STRAY,44,24,3,13,3
GRAY TABBY,Neutered,5,9/2/18,NORMAL,STRAY,44,16,2,13,3
BLACK,Neutered,5,11/8/18,FRACTIOUS,STRAY,44,0,2,5,3
CALICO,Spayed,7,4/25/19,FRACTIOUS,STRAY,44,8,3,5,3
BLACK,Spayed,4,7/17/19,UNDER AGE/WEIGHT,STRAY,44,0,3,14,3
BLACK,Neutered,5,4/7/21,NORMAL,STRAY,44,0,2,13,3
ORG TABBY,Neutered,4,3/1/22,NORMAL,OWNER SURRENDER,44,22,2,13,1
BLACK,Neutered,2,4/28/22,NORMAL,STRAY,44,0,2,13,3
BRN TABBY,Spayed,2,7/1/22,ILL MODERATETE,STRAY,44,5,3,8,3
WHITE,Spayed,2,7/6/22,NORMAL,STRAY,44,32,3,13,3
BRN TABBY,Neutered,6,6/29/17,UNDER AGE/WEIGHT,STRAY,43,5,2,14,3
BLACK,Neutered,6,6/29/17,UNDER AGE/WEIGHT,STRAY,43,0,2,14,3
GRAY,Neutered,10,8/2/17,NORMAL,OWNER SURRENDER,43,15,2,13,1
BRN TABBY,Neutered,8,9/30/17,NORMAL,STRAY,43,5,2,13,3
GRAY TABBY,Neutered,6,11/8/17,UNDER AGE/WEIGHT,STRAY,43,16,2,14,3
BRN TABBY,Spayed,10,12/1/17,NORMAL,STRAY,43,5,3,13,3
BRN TABBY,Neutered,5,11/24/18,FRACTIOUS,STRAY,43,5,2,5,3
CALICO,Spayed,5,3/1/19,FRACTIOUS,STRAY,43,8,3,5,3
BRN TABBY,Male,5,4/13/19,NORMAL,STRAY,43,5,1,13,3
BLACK,Spayed,16,5/8/19,NORMAL,OWNER SURRENDER,43,0,3,13,1
BLACK,Male,4,5/21/19,INJURED  SEVERE,STRAY,43,0,1,12,3
CALICO,Spayed,9,6/29/19,NORMAL,OWNER SURRENDER,43,8,3,13,1
ORANGE,Neutered,4,7/5/19,ILL SEVERE,STRAY,43,21,2,9,3
GRAY,Spayed,4,9/12/19,NORMAL,STRAY,43,15,3,13,3
BRN TABBY,Neutered,4,10/5/19,UNDER AGE/WEIGHT,STRAY,43,5,2,14,3
GRAY TABBY,Neutered,4,11/27/19,NORMAL,STRAY,43,16,2,13,3
GRAY TABBY,Spayed,5,1/24/20,NORMAL,STRAY,43,16,3,13,3
GRAY,Neutered,11,6/20/20,NORMAL,STRAY,43,15,2,13,3
WHITE,Spayed,6,1/13/21,NORMAL,STRAY,43,32,3,13,3
BRN TABBY,Neutered,4,5/28/21,NORMAL,OWNER SURRENDER,43,5,2,13,1
ORANGE,Spayed,4,5/28/21,NORMAL,OWNER SURRENDER,43,21,3,13,1
CALICO,Spayed,10,8/31/21,ILL MILD,STRAY,43,8,3,7,3
