Type,Breed,Color,Sex,Size,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Outcome Type,Intake Condition,Outcome Condition,Age,Color_encoded,Sex_encoded,Intake Condition_encoded,Intake Type_encoded,Breed_encoded,Size_encoded
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A343303,10/08/2016,12/03/2016,56,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,7,1,2,2,5,13,0
CAT,DOMESTIC MH,GRAY/WHITE,Neutered,SMALL,A304551,03/24/2014,04/01/2014,8,STRAY,ADOPTION,HEALTHY,HEALTHY,11,17,2,0,5,11,3
CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,SMALL,A391323,09/12/2019,10/02/2019,20,STRAY,ADOPTION,UNKNOWN,PENDING,4,22,3,3,5,13,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A357597,08/24/2017,11/04/2017,72,STRAY,ADOPTION,UNKNOWN,HEALTHY,6,24,3,3,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A339386,07/08/2016,07/19/2016,11,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,7,6,2,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Male,KITTN,A412578,07/23/2022,07/28/2022,5,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,1,8,1,3,5,13,0
CAT,SIAMESE/MIX,LYNX PT,Neutered,KITTN,A391252,09/10/2019,11/13/2019,64,STRAY,ADOPTION,UNKNOWN,HEALTHY,4,18,2,3,5,34,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,A384350,02/13/2019,02/15/2019,2,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,5,8,2,0,3,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,LARGE,A337768,05/31/2016,06/28/2016,28,STRAY,ADOPTION,TREATABLE/REHAB,TREATABLE/REHAB,13,1,2,2,5,13,1
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A307809,06/10/2014,06/18/2014,8,STRAY,ADOPTION,HEALTHY,HEALTHY,9,6,2,0,5,13,0
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,A301087,12/31/2013,02/10/2014,41,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,15,17,3,0,3,13,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A357200,08/18/2017,09/16/2017,29,STRAY,ADOPTION,UNKNOWN,HEALTHY,6,8,2,3,5,13,0
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,A310110,08/13/2014,08/16/2014,3,STRAY,ADOPTION,HEALTHY,HEALTHY,9,15,2,0,5,13,3
CAT,SIAMESE,LYNX PT,Neutered,SMALL,A370602,04/25/2018,04/28/2018,3,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,7,18,2,0,0,31,3
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,A341987,09/06/2016,10/01/2016,25,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,7,14,2,0,3,13,0
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,A390385,08/15/2019,09/28/2019,44,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,4,16,3,2,5,13,0
CAT,DOMESTIC MH,ORG TABBY,Neutered,KITTN,A400853,10/07/2020,10/24/2020,17,STRAY,ADOPTION,HEALTHY,HEALTHY,3,21,2,0,5,11,0
CAT,DOMESTIC SH,BUFF,Neutered,SMALL,A201345,01/21/2021,01/23/2021,2,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,16,9,2,3,5,13,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A391184,09/06/2019,09/14/2019,8,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,4,15,2,0,5,13,0
CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,A414511,03/07/2023,03/22/2023,15,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,1,26,2,0,0,13,3
CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,A390094,08/01/2019,08/14/2019,13,OWNER SURRENDER,ADOPTION,UNKNOWN,HEALTHY,4,24,3,3,3,8,3
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,A330269,12/05/2015,12/10/2015,5,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,-1,17,3,1,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A400626,09/28/2020,12/08/2020,71,OWNER SURRENDER,ADOPTION,UNKNOWN,HEALTHY,3,6,2,3,3,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A326207,08/21/2015,09/14/2015,24,STRAY,ADOPTION,HEALTHY,HEALTHY,8,1,3,0,5,13,0
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,A392014,10/03/2019,10/23/2019,20,STRAY,ADOPTION,HEALTHY,HEALTHY,6,17,2,0,5,13,3
CAT,DOMESTIC SH,BLACK,Spayed,KITTN,A375452,08/18/2018,09/15/2018,28,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,HEALTHY,5,0,3,2,3,13,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A349552,03/15/2017,03/18/2017,3,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,21,2,0,5,13,3
CAT,DOMESTIC MH,BUFF,Neutered,KITTN,A308625,07/01/2014,08/24/2014,54,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,HEALTHY,9,9,2,2,3,11,0
CAT,DOMESTIC MH,GRAY,Spayed,KITTN,A349266,03/11/2017,04/18/2017,38,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,14,3,2,5,11,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,SMALL,A312825,10/17/2014,11/14/2014,28,STRAY,ADOPTION,HEALTHY,HEALTHY,14,8,2,0,5,13,3
CAT,DOMESTIC MH,GRAY/WHITE,Neutered,KITTN,A405201,06/04/2021,07/13/2021,39,STRAY,ADOPTION,UNKNOWN,HEALTHY,2,17,2,3,5,11,0
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A369393,03/14/2018,05/19/2018,66,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,5,24,3,2,5,13,0
CAT,DOMESTIC MH,WHITE,Spayed,SMALL,A282300,03/15/2016,03/19/2016,4,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,14,25,3,0,3,11,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,LARGE,A362572,10/13/2017,10/21/2017,8,STRAY,RETURN TO OWNER,UNKNOWN,HEALTHY,10,8,2,3,5,13,1
CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,A356731,08/12/2017,09/09/2017,28,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,6,15,3,0,3,13,0
CAT,SIAMESE,SEAL PT,Spayed,KITTN,A313048,10/24/2014,01/08/2015,76,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,9,23,3,2,5,31,0
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A340700,08/10/2016,08/17/2016,7,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,-1,0,3,1,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A324207,07/10/2015,07/14/2015,4,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,-1,6,2,1,5,13,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A405219,06/05/2021,06/10/2021,5,STRAY,ADOPTION,UNKNOWN,HEALTHY,2,24,3,3,5,13,0
CAT,SIAMESE/MIX,LYNX PT,Spayed,KITTN,A363892,11/05/2017,12/02/2017,27,STRAY,ADOPTION,HEALTHY,HEALTHY,6,18,3,0,5,34,0
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A357598,08/24/2017,11/03/2017,71,STRAY,ADOPTION,UNKNOWN,HEALTHY,6,0,2,3,5,13,0
CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,A363868,11/04/2017,11/04/2017,0,STRAY,RETURN TO OWNER,UNKNOWN,HEALTHY,20,15,3,3,5,13,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,A356598,08/08/2017,08/29/2017,21,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,14,15,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,A321422,05/07/2015,06/06/2015,30,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,8,8,2,2,5,13,0
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,A341138,08/17/2016,10/07/2016,51,STRAY,ADOPTION,HEALTHY,HEALTHY,7,22,2,0,5,13,0
CAT,HIMALAYAN,SEAL PT,Neutered,SMALL,A367946,02/06/2018,03/09/2018,31,STRAY,ADOPTION,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,15,23,2,1,5,18,3
CAT,DOMESTIC MH,BLK SMOKE,Neutered,KITTN,A374790,07/17/2018,07/28/2018,11,OWNER SURRENDER,ADOPTION,UNKNOWN,HEALTHY,5,2,2,3,3,11,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A323272,06/25/2015,06/30/2015,5,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,8,6,3,0,3,13,0
CAT,DOMESTIC SH,CALICO,Spayed,KITTN,A416916,04/22/2023,07/22/2023,91,BORN HERE,ADOPTION,UNKNOWN,HEALTHY,0,11,3,3,1,13,0
CAT,DOMESTIC LH,BLK SMOKE,Neutered,SMALL,A364914,11/25/2017,12/19/2017,24,STRAY,ADOPTION,HEALTHY,HEALTHY,6,2,2,0,5,8,3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A357013,08/17/2017,09/08/2017,22,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,6,24,3,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A405608,06/26/2021,07/17/2021,21,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,2,6,2,0,5,13,0
CAT,DOMESTIC MH,BLACK,Spayed,KITTN,A373121,05/30/2018,06/15/2018,16,STRAY,ADOPTION,HEALTHY,HEALTHY,5,0,3,0,5,11,0
CAT,DOMESTIC LH,BLACK/WHITE,Spayed,SMALL,A401553,11/25/2020,01/09/2021,45,STRAY,ADOPTION,HEALTHY,HEALTHY,4,1,3,0,5,8,3
CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,A313610,11/08/2014,11/15/2014,7,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,6,3,0,3,11,0
CAT,DOMESTIC LH,BLK TABBY,Spayed,SMALL,A362515,10/12/2017,10/13/2017,1,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,6,3,3,0,5,8,3
CAT,DOMESTIC SH,WHITE,Neutered,SMALL,A418263,06/14/2023,07/18/2023,34,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,3,25,2,0,5,13,3
CAT,DOMESTIC LH,WHITE/GRAY,Spayed,KITTN,A354601,06/30/2017,07/15/2017,15,STRAY,ADOPTION,UNKNOWN,HEALTHY,6,28,3,3,5,8,0
CAT,DOMESTIC LH,BLACK,Neutered,SMALL,A416653,04/11/2023,04/18/2023,7,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,2,0,2,0,5,8,3
CAT,DOMESTIC MH,BLACK,Neutered,SMALL,A372157,05/04/2018,05/04/2018,0,OWNER SURRENDER,RETURN TO OWNER,TREATABLE/REHAB,TREATABLE/REHAB,8,0,2,2,3,11,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A377976,10/17/2018,10/30/2018,13,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,5,6,2,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A402328,02/03/2021,02/17/2021,14,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,8,6,2,0,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A339148,07/01/2016,07/12/2016,11,STRAY,ADOPTION,HEALTHY,HEALTHY,7,1,2,0,5,13,0
CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,A328627,10/17/2015,10/22/2015,5,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,8,15,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A313120,10/27/2014,12/27/2014,61,TRANSFER,ADOPTION,HEALTHY,HEALTHY,12,6,3,0,6,13,3
CAT,DOMESTIC SH,LYNX PT,Neutered,SMALL,A384126,01/31/2019,02/13/2019,13,STRAY,ADOPTION,HEALTHY,HEALTHY,5,18,2,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A356455,08/03/2017,08/19/2017,16,STRAY,ADOPTION,HEALTHY,HEALTHY,6,6,2,0,5,13,0
CAT,DOMESTIC MH,GRAY,Neutered,SMALL,A416241,03/16/2023,04/08/2023,23,STRAY,ADOPTION,HEALTHY,HEALTHY,2,14,2,0,5,11,3
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,A373097,05/30/2018,07/17/2018,48,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,5,17,3,2,5,13,0
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A398826,07/08/2020,08/07/2020,30,STRAY,ADOPTION,HEALTHY,HEALTHY,3,8,3,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A313159,10/28/2014,11/22/2014,25,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,6,2,0,3,13,0
CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,KITTN,A326205,08/21/2015,08/27/2015,6,STRAY,ADOPTION,HEALTHY,HEALTHY,8,20,2,0,5,13,0
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A317565,03/05/2015,03/20/2015,15,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,15,2,0,3,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A302655,02/13/2014,02/22/2014,9,STRAY,ADOPTION,HEALTHY,HEALTHY,10,1,2,0,5,13,3
CAT,DOMESTIC MH,ORANGE,Spayed,SMALL,A313020,10/23/2014,11/01/2014,9,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,21,19,3,1,5,11,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,A317303,02/28/2015,03/03/2015,3,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,15,2,0,5,13,3
CAT,DOMESTIC LH,BLACK/WHITE,Neutered,SMALL,A327908,10/01/2015,10/17/2015,16,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,17,1,2,0,3,8,3
CAT,DOMESTIC SH,ORG TABBY,Spayed,SMALL,A354038,06/15/2017,07/06/2017,21,OWNER SURRENDER,ADOPTION,TREATABLE/MANAGEABLE,HEALTHY,11,21,3,1,3,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A313907,11/17/2014,12/10/2014,23,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,11,6,2,2,5,13,3
CAT,DOMESTIC SH,WHITE,Spayed,SMALL,A326442,08/29/2015,09/03/2015,5,CONFISCATE,RETURN TO OWNER,HEALTHY,HEALTHY,8,25,3,0,2,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A375717,09/01/2018,09/27/2018,26,STRAY,ADOPTION,HEALTHY,HEALTHY,5,6,3,0,5,13,3
CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,A322423,06/05/2015,06/06/2015,1,ADOPTION RETURN,ADOPTION,HEALTHY,HEALTHY,8,16,3,0,0,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A343155,10/04/2016,10/11/2016,7,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,7,6,3,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A356456,08/03/2017,08/18/2017,15,STRAY,ADOPTION,HEALTHY,HEALTHY,6,6,3,0,5,13,0
CAT,DOMESTIC MH,BLACK,Neutered,KITTN,A412982,09/13/2022,09/27/2022,14,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,1,0,2,0,3,11,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A342605,09/22/2016,09/28/2016,6,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,7,1,2,0,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A308114,06/19/2014,07/26/2014,37,STRAY,ADOPTION,HEALTHY,HEALTHY,9,6,2,0,5,13,3
CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A356726,08/12/2017,08/24/2017,12,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,6,15,2,0,3,13,0
CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,A339305,07/06/2016,07/19/2016,13,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,7,21,2,0,5,13,0
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,A308704,07/02/2014,07/07/2014,5,STRAY,ADOPTION,HEALTHY,HEALTHY,9,17,2,0,5,13,0
CAT,DOMESTIC SH,ORG TABBY,Spayed,KITTN,A375361,08/14/2018,09/11/2018,28,OWNER SURRENDER,ADOPTION,TREATABLE/REHAB,HEALTHY,5,21,3,2,3,13,0
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A381774,12/07/2018,12/20/2018,13,STRAY,ADOPTION,HEALTHY,HEALTHY,5,6,3,0,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A307932,06/12/2014,06/14/2014,2,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,9,6,3,0,5,13,0
CAT,DOMESTIC MH,ORG TABBY/WHITE,Spayed,SMALL,A400843,10/07/2020,11/04/2020,28,STRAY,ADOPTION,HEALTHY,HEALTHY,3,22,3,0,5,11,3
CAT,DOMESTIC LH,BLACK,Spayed,SMALL,A322625,06/03/2015,06/10/2015,7,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,0,3,0,5,8,3
CAT,DOMESTIC SH,BUFF/WHITE,Spayed,KITTN,A398089,06/23/2020,07/18/2020,25,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,3,10,3,0,3,13,0
CAT,DOMESTIC SH,BLACK,Female,SMALL,A386126,04/11/2019,04/20/2019,9,CONFISCATE,RETURN TO OWNER,UNKNOWN,PENDING,-1,0,0,3,2,13,3
CAT,DOMESTIC LH,TORTIE,Spayed,SMALL,A391365,09/14/2019,12/04/2019,81,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,6,24,3,2,5,8,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A337820,06/01/2016,07/23/2016,52,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,7,1,3,2,5,13,0
CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,A386849,05/10/2019,06/22/2019,43,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,4,17,2,2,5,13,0
CAT,DOMESTIC SH,LYNX PT,Spayed,SMALL,A333267,02/23/2016,02/27/2016,4,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,11,18,3,0,5,13,3
CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,A320050,04/11/2015,04/14/2015,3,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,9,24,3,0,5,13,3
CAT,DOMESTIC SH,WHITE/GRAY,Female,KITTN,A401868,12/24/2020,12/26/2020,2,CONFISCATE,RETURN TO OWNER,UNKNOWN,PENDING,3,28,0,3,2,13,0
CAT,DOMESTIC MH,ORANGE,Neutered,SMALL,A331310,12/23/2015,12/31/2015,8,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,8,19,2,2,5,11,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A388193,06/11/2019,06/25/2019,14,STRAY,ADOPTION,HEALTHY,HEALTHY,4,6,2,0,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A309739,08/05/2014,09/04/2014,30,TRANSFER,ADOPTION,TREATABLE/REHAB,HEALTHY,9,1,2,2,6,13,0
CAT,DOMESTIC MH,GRAY TABBY,Neutered,SMALL,A316386,03/05/2015,03/07/2015,2,STRAY,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,26,15,2,1,5,11,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A370927,04/17/2018,05/21/2018,34,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,7,1,3,2,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A406015,07/25/2021,08/21/2021,27,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,9,1,3,0,3,13,3
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A316985,02/21/2015,04/25/2015,63,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,12,0,3,0,3,13,3
CAT,DOMESTIC MH,BLACK/WHITE,Female,SMALL,A412403,07/09/2022,07/15/2022,6,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,1,1,0,3,5,11,3
CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,A417807,05/25/2023,07/26/2023,62,STRAY,ADOPTION,HEALTHY,HEALTHY,0,15,3,0,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A357599,08/24/2017,11/04/2017,72,STRAY,ADOPTION,UNKNOWN,HEALTHY,6,1,2,3,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A401712,12/09/2020,12/18/2020,9,STRAY,RETURN TO OWNER,TREATABLE/REHAB,TREATABLE/REHAB,3,1,2,2,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A013738,03/11/2015,03/11/2015,0,STRAY,RETURN TO OWNER,TREATABLE/REHAB,TREATABLE/REHAB,20,6,3,2,5,13,3
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A397761,06/05/2020,06/16/2020,11,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,6,6,2,3,5,13,3
CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,A355500,07/13/2017,08/05/2017,23,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,6,6,3,0,3,11,0
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A338457,06/14/2016,07/01/2016,17,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,7,0,2,0,3,13,0
CAT,DOMESTIC SH,BLK SMOKE,Neutered,KITTN,A308746,07/03/2014,07/14/2014,11,STRAY,ADOPTION,HEALTHY,HEALTHY,9,2,2,0,5,13,0
CAT,DOMESTIC SH,GRAY,Spayed,SMALL,A341881,09/02/2016,10/07/2016,35,STRAY,ADOPTION,HEALTHY,HEALTHY,7,14,3,0,5,13,3
CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,A406502,08/28/2021,09/23/2021,26,CONFISCATE,RETURN TO OWNER,HEALTHY,HEALTHY,10,20,2,0,2,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A342445,09/17/2016,10/01/2016,14,STRAY,ADOPTION,HEALTHY,HEALTHY,7,1,2,0,5,13,0
CAT,SIAMESE/MIX,LYNX PT,Neutered,SMALL,A356655,08/09/2017,09/02/2017,24,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,13,18,2,2,5,34,3
CAT,DOMESTIC SH,GRAY,Neutered,KITTN,A402018,01/08/2021,01/20/2021,12,STRAY,ADOPTION,HEALTHY,HEALTHY,3,14,2,0,5,13,0
CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,A311514,09/11/2014,11/26/2014,76,STRAY,ADOPTION,HEALTHY,HEALTHY,9,6,2,0,5,13,0
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A375958,09/11/2018,10/13/2018,32,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,5,1,3,2,5,13,0
CAT,DOMESTIC SH,BLUE CREAM,Female,SMALL,A363978,11/10/2017,11/22/2017,12,STRAY,RETURN TO OWNER,UNKNOWN,TREATABLE/REHAB,-1,4,0,3,5,13,3
CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,A344649,10/28/2016,11/15/2016,18,STRAY,ADOPTION,HEALTHY,HEALTHY,7,17,3,0,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A356562,08/05/2017,08/19/2017,14,STRAY,ADOPTION,HEALTHY,HEALTHY,6,1,3,0,5,13,0
CAT,DOMESTIC MH,ORG TABBY,Neutered,MED,A391589,09/19/2019,09/20/2019,1,STRAY,RETURN TO OWNER,UNKNOWN,PENDING,17,21,2,3,5,11,2
CAT,PERSIAN,WHITE/GRAY,Neutered,SMALL,A309565,07/30/2014,08/07/2014,8,TRANSFER,RETURN TO OWNER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,24,28,2,1,6,25,3
CAT,DOMESTIC SH,ORG TABBY/WHITE,Spayed,SMALL,A400849,10/07/2020,11/23/2020,47,STRAY,ADOPTION,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,3,22,3,1,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A363855,11/03/2017,11/03/2017,0,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,10,1,3,0,5,13,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A414514,12/22/2022,01/06/2023,15,STRAY,ADOPTION,HEALTHY,HEALTHY,1,0,2,0,5,13,0
CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A395240,12/27/2019,01/10/2020,14,STRAY,ADOPTION,HEALTHY,HEALTHY,4,0,3,0,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A326218,08/21/2015,09/08/2015,18,STRAY,ADOPTION,HEALTHY,HEALTHY,8,1,2,0,5,13,0
CAT,DOMESTIC MH,CALICO,Spayed,SMALL,A375628,08/28/2018,09/19/2018,22,OWNER SURRENDER,ADOPTION,HEALTHY,HEALTHY,15,11,3,0,3,11,3
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A401875,12/26/2020,01/13/2021,18,STRAY,ADOPTION,HEALTHY,HEALTHY,3,0,2,0,5,13,0
CAT,DOMESTIC SH,BLACK,Neutered,KITTN,A357199,08/18/2017,09/17/2017,30,STRAY,ADOPTION,UNKNOWN,HEALTHY,6,0,2,3,5,13,0
CAT,DOMESTIC SH,LYNX PT,Female,SMALL,A367844,01/30/2018,01/30/2018,0,STRAY,RETURN TO OWNER,HEALTHY,HEALTHY,-1,18,0,0,5,13,3
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A344463,10/26/2016,12/06/2016,41,STRAY,ADOPTION,TREATABLE/REHAB,HEALTHY,7,1,2,2,5,13,0
CAT,DOMESTIC LH,BLACK,Spayed,SMALL,A331289,12/22/2015,01/23/2016,32,STRAY,ADOPTION,HEALTHY,HEALTHY,14,0,3,0,5,8,3
