Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A805193,*Dali,07/31/2020 08:55:00 AM,Jul 2020,08/23/2019,Adoption,Foster,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Brown Tabby
A734750,,11/07/2016 05:46:00 PM,Nov 2016,07/28/2016,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Blue
A799257,*Marsha,08/24/2019 03:50:00 PM,Aug 2019,06/13/2019,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A677625,*Camelot,05/30/2014 07:26:00 PM,May 2014,03/22/2014,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A837154,*Howie,10/23/2021 01:59:00 PM,Oct 2021,05/03/2021,Adoption,Foster,Cat,Neutered Male,5 months,Domestic Shorthair,Black/White
A701782,*Trudy,05/26/2016 09:09:00 AM,May 2016,05/04/2013,Adoption,Foster,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
A715299,Scout,11/13/2015 01:54:00 PM,Nov 2015,08/27/2015,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A714215,*Van Helsing,02/22/2016 04:23:00 PM,Feb 2016,08/04/2015,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black
A669590,Waffle,12/28/2013 02:31:00 PM,Dec 2013,12/23/2012,Adoption,,Cat,Spayed Female,1 year,Domestic Longhair Mix,Orange Tabby/White
A774386,,06/23/2018 11:59:00 AM,Jun 2018,04/07/2018,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A712678,*Velvet,11/08/2015 05:33:00 PM,Nov 2015,09/26/2012,Adoption,,Cat,Spayed Female,3 years,Domestic Longhair Mix,Black/White
A859575,Benjamin Bratt,06/25/2022 01:48:00 PM,Jun 2022,06/15/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Blue/White
A709260,Akasha,01/08/2022 01:58:00 PM,Jan 2022,05/18/2015,Adoption,,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black
A862910,*Clara,09/11/2022 07:08:00 PM,Sep 2022,06/02/2022,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair,Tortie
A878309,*Clover,05/25/2023 12:00:00 AM,May 2023,03/10/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby
A862641,Biscuit,10/01/2022 01:00:00 PM,Oct 2022,07/10/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby
A854905,*Blynken,05/07/2022 06:22:00 PM,May 2022,03/02/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A881424,,06/01/2023 06:33:00 PM,Jun 2023,03/22/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A878890,Tom,04/21/2023 01:50:00 PM,Apr 2023,04/18/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White
A878914,,04/24/2023 06:39:00 PM,Apr 2023,02/09/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A853853,*Olive,05/04/2022 06:35:00 PM,May 2022,03/03/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie/White
A629556,Sissi,12/27/2021 04:20:00 PM,Dec 2021,04/25/2012,Adoption,,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Torbie
A863524,Luna,08/19/2022 08:49:00 AM,Aug 2022,08/11/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Blue Tabby/White
A865266,*Butter,09/19/2022 05:31:00 PM,Sep 2022,06/01/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A850939,*Jean Bear,02/10/2022 05:48:00 PM,Feb 2022,02/02/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Medium Hair,Brown Tabby
A856913,*Gingersnap,05/23/2022 05:41:00 PM,May 2022,02/22/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A877094,A877094,05/22/2023 01:12:00 PM,May 2023,03/16/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby
A870150,*Maggie,12/22/2022 04:09:00 PM,Dec 2022,10/22/2022,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair,Black/White
A848226,A848226,12/29/2021 04:44:00 PM,Dec 2021,01/16/2021,Adoption,,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Orange Tabby
A881271,,05/23/2023 06:39:00 PM,May 2023,03/04/2023,Adoption,,Cat,Spayed Female,2 months,Siamese,Lynx Point
A861900,A861900,07/27/2022 07:21:00 PM,Jul 2022,04/04/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A858293,Junip,09/29/2022 12:59:00 PM,Sep 2022,04/20/2022,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Orange Tabby
A867275,*Spice,10/19/2022 06:02:00 PM,Oct 2022,07/14/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Gray Tabby/White
A846135,*Calypso,11/17/2021 03:31:00 PM,Nov 2021,11/10/2019,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Calico/White
A858078,*Sweet Pea,06/01/2022 07:22:00 PM,Jun 2022,12/25/2021,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Calico
A851054,Luna,02/12/2022 02:18:00 PM,Feb 2022,02/05/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Tortie
A870418,A870418,12/15/2022 01:08:00 PM,Dec 2022,10/19/2022,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Blue Tabby/White
A841368,Casper,12/29/2022 01:12:00 PM,Dec 2022,07/26/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
A859703,Jordan,06/24/2022 04:48:00 PM,Jun 2022,06/17/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue
A872920,,02/14/2023 01:13:00 PM,Feb 2023,11/18/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair,Tortie
A864462,Pepper,10/08/2022 04:20:00 PM,Oct 2022,05/26/2022,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Black/White
A868934,*Mikan,12/01/2022 06:43:00 PM,Dec 2022,11/10/2019,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Orange Tabby
A850557,*Malarkey,02/01/2022 05:41:00 PM,Feb 2022,01/27/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby
A876836,*Emma Stone,03/28/2023 06:03:00 PM,Mar 2023,03/20/2018,Adoption,,Cat,Spayed Female,5 years,Domestic Shorthair,Brown Tabby
A879387,A879387,06/07/2023 12:08:00 PM,Jun 2023,03/21/2023,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A872133,A872133,01/23/2023 04:14:00 PM,Jan 2023,01/04/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White
A859967,*Gia,07/30/2022 06:59:00 PM,Jul 2022,04/21/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A869618,*Gertrude,12/27/2022 12:09:00 PM,Dec 2022,10/06/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue/White
A878429,*Jenny,05/16/2023 12:00:00 AM,May 2023,03/04/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A871706,Ashe,01/03/2023 04:22:00 PM,Jan 2023,05/01/2022,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair,Brown Tabby
A853319,*Kurt,05/10/2022 02:35:00 PM,May 2022,03/09/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,White/Brown Tabby
A852828,A852828,04/16/2022 02:50:00 PM,Apr 2022,02/15/2022,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Orange Tabby
A863156,A863156,08/13/2022 06:20:00 PM,Aug 2022,05/29/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A844311,Luna,11/28/2021 04:09:00 PM,Nov 2021,03/14/2021,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair,Tortie
A869936,*Tres,12/29/2022 04:27:00 PM,Dec 2022,09/29/2022,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point
A840367,A840367,11/15/2021 09:40:00 AM,Nov 2021,07/20/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair,Brown Tabby/White
A845861,Oreo,01/18/2022 04:04:00 PM,Jan 2022,07/05/2021,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Black/White
A844805,Salem,12/22/2021 04:38:00 PM,Dec 2021,08/20/2021,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Black
A860341,A860341,07/14/2022 06:24:00 PM,Jul 2022,03/27/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A850773,*Cumberland,02/11/2022 04:10:00 PM,Feb 2022,01/31/2021,Adoption,,Cat,Neutered Male,1 year,Siamese Mix,Seal Point
A872982,,01/24/2023 05:02:00 PM,Jan 2023,01/18/2020,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Black
A844803,*Holly,12/23/2021 02:31:00 PM,Dec 2021,08/20/2021,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Torbie
A870975,A870975,01/20/2023 12:53:00 PM,Jan 2023,11/07/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A858582,*Penne,07/09/2022 03:55:00 PM,Jul 2022,04/29/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A857537,*Loki,07/29/2022 04:22:00 PM,Jul 2022,05/17/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby/White
A843900,*Fozzie Bear,11/30/2021 12:18:00 PM,Nov 2021,09/04/2021,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,White/Cream Tabby
A854146,*Agate,04/07/2022 05:00:00 PM,Apr 2022,03/30/2021,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Torbie
A875303,*Chamoy,03/17/2023 12:54:00 PM,Mar 2023,10/24/2022,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair,Cream Tabby
A845738,*Stella,05/23/2022 06:36:00 PM,May 2022,11/04/2020,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Black/White
A870511,Mimi,04/17/2023 04:43:00 PM,Apr 2023,10/31/2022,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Brown Tabby/White
A857573,*Msh Msh,06/02/2022 03:38:00 PM,Jun 2022,05/18/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby/White
A870016,*Marcelene,12/06/2022 06:34:00 PM,Dec 2022,09/14/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A863430,*Yumi,09/23/2022 06:15:00 PM,Sep 2022,05/10/2022,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby
A853407,Ophelia,03/22/2022 02:33:00 PM,Mar 2022,09/18/2020,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Black/White
A516151,Jujubee,06/25/2022 06:22:00 PM,Jun 2022,03/21/2008,Adoption,,Cat,Spayed Female,14 years,Domestic Shorthair Mix,Tortie
A848529,*Ringo,01/02/2022 04:43:00 PM,Jan 2022,07/22/2021,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black/White
A877420,,03/31/2023 05:52:00 PM,Mar 2023,03/27/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A860664,*Pippy,08/29/2022 06:26:00 PM,Aug 2022,05/23/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A845614,A845614,11/13/2021 07:31:00 PM,Nov 2021,08/18/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A872171,A872171,01/11/2023 05:22:00 PM,Jan 2023,09/05/2022,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby
A853734,*Janet,05/21/2022 12:44:00 PM,May 2022,03/05/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A860218,A860218,07/01/2022 05:37:00 PM,Jul 2022,04/24/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A858202,Charlie,08/23/2022 08:21:00 AM,Aug 2022,07/26/2015,Adoption,Foster,Cat,Spayed Female,7 years,Domestic Shorthair,Brown Tabby
A840994,Oreo,12/21/2022 03:04:00 PM,Dec 2022,04/18/2021,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Black/White
A859937,*Cabin,08/13/2022 06:25:00 PM,Aug 2022,05/28/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,White/Black
A865085,*Blossom,03/11/2023 03:29:00 PM,Mar 2023,01/06/2022,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Tortie
A871830,Gatsby,01/06/2023 05:08:00 PM,Jan 2023,12/30/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Gray Tabby
A860498,*Spork,08/17/2022 03:49:00 PM,Aug 2022,04/29/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A870814,Willis,12/27/2022 06:51:00 PM,Dec 2022,12/13/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby/White
A846674,*Orlagh,01/22/2022 02:46:00 PM,Jan 2022,10/04/2021,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A845075,Luna,12/27/2021 05:23:00 PM,Dec 2021,10/25/2019,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,White/Brown Tabby
A880926,Chili,05/23/2023 04:22:00 PM,May 2023,09/15/2022,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair,Blue Tabby/White
A875340,*Gatsby,03/01/2023 06:56:00 PM,Mar 2023,02/25/2022,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Black/White
A878628,*Whitney,04/30/2023 12:14:00 PM,Apr 2023,04/14/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A878660,,05/31/2023 12:00:00 AM,May 2023,03/23/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A843986,*Ally,02/16/2022 02:56:00 PM,Feb 2022,09/03/2021,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Cream Tabby
A846358,Oreo,12/26/2021 01:20:00 PM,Dec 2021,10/05/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,White/Black
A881121,,05/24/2023 07:16:00 PM,May 2023,03/11/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Black
A856866,,05/13/2022 03:58:00 PM,May 2022,03/09/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A862643,*Llama,09/29/2022 04:49:00 PM,Sep 2022,07/10/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Cream Tabby
A880599,*Riesling,06/02/2023 05:43:00 PM,Jun 2023,04/01/2023,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A867219,Almond,10/25/2022 03:26:00 PM,Oct 2022,03/29/2022,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,White/Orange
A858039,*Hopper,07/19/2022 11:39:00 AM,Jul 2022,05/24/2017,Adoption,,Cat,Neutered Male,5 years,Domestic Shorthair,Blue Tabby
A860341,A860341,08/27/2022 11:41:00 AM,Aug 2022,03/27/2022,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair,Orange Tabby
A879557,*Sazerac,05/25/2023 12:00:00 AM,May 2023,03/17/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A864349,Nova,10/15/2022 03:56:00 PM,Oct 2022,07/09/2022,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Black
A867426,Mr Jojo Jojo,12/14/2022 03:38:00 PM,Dec 2022,09/12/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue/White
A843338,*Mr. Goodbar,11/13/2021 03:04:00 PM,Nov 2021,08/17/2021,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A871242,*Kimi,01/03/2023 06:10:00 PM,Jan 2023,12/21/2021,Adoption,,Cat,Intact Male,1 year,Domestic Longhair,Blue
A847077,Tigerlily,11/29/2021 06:27:00 PM,Nov 2021,11/24/2019,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Brown Tabby
A876463,*Toby,05/09/2023 10:32:00 AM,May 2023,03/14/2020,Adoption,,Cat,Neutered Male,3 years,Domestic Shorthair,Black
A844876,*Acadia,12/08/2021 11:50:00 AM,Dec 2021,09/21/2021,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Black/White
A847908,*Beatrice,03/11/2022 02:45:00 PM,Mar 2022,12/10/2020,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A860425,Bruce,07/13/2022 04:45:00 PM,Jul 2022,04/10/2022,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Cream Tabby
A855170,*Mr Blue,05/26/2022 04:34:00 PM,May 2022,03/07/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A868389,*Orca,11/07/2022 04:35:00 PM,Nov 2022,11/02/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White
A864830,Meryl,11/05/2022 01:08:00 PM,Nov 2022,09/01/2018,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair,Black
A857141,*Romain,07/23/2022 02:18:00 PM,Jul 2022,03/30/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A857246,A857246,06/13/2022 05:13:00 PM,Jun 2022,04/07/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Black
A849358,,01/08/2022 12:56:00 PM,Jan 2022,10/06/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A799294,Oreo,09/24/2019 06:46:00 PM,Sep 2019,06/06/2019,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A849857,,01/19/2022 03:42:00 PM,Jan 2022,09/29/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Orange Tabby/White
A873224,*Cocoa Puff,04/04/2023 09:45:00 AM,Apr 2023,01/22/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Medium Hair,Black
A853690,*Walter,03/24/2022 06:36:00 PM,Mar 2022,12/09/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White
A873522,,01/30/2023 05:54:00 PM,Jan 2023,11/20/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A854741,*Darville,04/30/2022 06:23:00 PM,Apr 2022,04/08/2021,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair,Blue Tabby
A876329,*Horchata,05/16/2023 12:00:00 AM,May 2023,09/13/2021,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Brown Tabby
A889378,*Harriet,10/09/2023 12:26:00 PM,Oct 2023,07/05/2023,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A855563,*Parsnip,04/29/2022 06:42:00 PM,Apr 2022,10/19/2020,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico
A856947,*Knish,06/14/2022 12:47:00 PM,Jun 2022,04/03/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Medium Hair,Brown Tabby/White
A848202,A848202,12/21/2021 05:06:00 PM,Dec 2021,09/07/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Silver Tabby
A874687,,03/26/2023 03:57:00 PM,Mar 2023,01/19/2023,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A872981,,01/23/2023 05:20:00 PM,Jan 2023,01/18/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,White/Calico
A860596,Moo Moo,07/07/2022 06:18:00 PM,Jul 2022,03/30/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,White/Black
A861543,A861543,08/20/2022 01:28:00 PM,Aug 2022,05/26/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Calico
A869734,,11/28/2022 04:00:00 PM,Nov 2022,09/08/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A874191,Scruffy,02/18/2023 01:16:00 PM,Feb 2023,02/07/2021,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Blue Tabby/White
A844440,*Bunny,12/19/2021 12:57:00 PM,Dec 2021,08/16/2021,Adoption,Foster,Cat,Spayed Female,4 months,Snowshoe Mix,Tortie Point
A874176,A874176,03/24/2023 04:37:00 PM,Mar 2023,09/22/2022,Adoption,,Cat,Neutered Male,6 months,Siamese,Flame Point
A875798,Clementine,03/13/2023 12:00:00 AM,Mar 2023,09/13/2022,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair,Tortie
A851957,Ruby,02/25/2022 04:22:00 PM,Feb 2022,10/22/2021,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby
A867577,A867577,10/24/2022 06:13:00 PM,Oct 2022,07/20/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A865723,*Duchovny,03/15/2023 04:21:00 PM,Mar 2023,09/16/2020,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby
A856681,Luna,06/24/2022 04:24:00 PM,Jun 2022,04/20/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair,Black
A868360,,11/07/2022 03:41:00 PM,Nov 2022,08/27/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Medium Hair,Black
A835849,Calliope,01/12/2023 06:50:00 PM,Jan 2023,11/02/2018,Adoption,,Cat,Spayed Female,4 years,Domestic Shorthair,Calico
A847742,Cash,12/13/2021 04:05:00 PM,Dec 2021,09/22/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A846775,A846775,12/31/2021 04:10:00 PM,Dec 2021,10/20/2021,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Flame Point
A872779,Minx,03/30/2023 10:30:00 AM,Mar 2023,01/15/2017,Adoption,Foster,Cat,Neutered Male,6 years,Domestic Shorthair,Brown Tabby
A871586,,01/03/2023 05:29:00 PM,Jan 2023,11/01/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Tortie
A870247,,12/07/2022 02:11:00 PM,Dec 2022,08/03/2022,Adoption,,Cat,Intact Female,4 months,Domestic Shorthair,Torbie
A856315,Bill,05/07/2022 04:06:00 PM,May 2022,02/15/2022,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A859667,*Pineapple,07/22/2022 09:12:00 PM,Jul 2022,05/15/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A864714,*Jack,09/19/2022 03:48:00 PM,Sep 2022,05/30/2022,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair,Blue Tabby/White
A858856,,06/09/2022 05:35:00 PM,Jun 2022,04/05/2022,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Torbie
A847738,Candy Cane,12/09/2021 04:39:00 PM,Dec 2021,10/16/2021,Adoption,,Cat,Neutered Male,1 month,Domestic Medium Hair,Cream Tabby
A844126,*Kiwi,12/09/2021 03:55:00 PM,Dec 2021,08/28/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Longhair,Tortie
A855011,Repeat,06/19/2022 12:00:00 AM,Jun 2022,03/31/2022,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue
A852298,,03/07/2022 05:19:00 PM,Mar 2022,05/01/2021,Adoption,,Cat,Spayed Female,10 months,Domestic Shorthair,Orange Tabby
A858279,Esperanza,06/25/2022 04:19:00 PM,Jun 2022,05/27/2021,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Torbie
A846632,Ollie,12/06/2021 05:10:00 PM,Dec 2021,03/18/2021,Adoption,,Cat,Neutered Male,8 months,Domestic Medium Hair,Blue Tabby
A862885,,08/10/2022 06:18:00 PM,Aug 2022,04/02/2022,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Black/White
A871318,*Biscotti,03/20/2023 02:11:00 PM,Mar 2023,08/06/2022,Adoption,Foster,Cat,Spayed Female,7 months,Domestic Shorthair,Blue Tabby
A867805,*Winifred,11/29/2022 11:11:00 AM,Nov 2022,08/24/2022,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Medium Hair,Calico
A869647,*Mashed Potato,12/21/2022 02:14:00 PM,Dec 2022,10/22/2022,Adoption,Foster,Cat,Neutered Male,1 month,Domestic Longhair,Cream Tabby
A859971,*Buffalo Bill,06/28/2022 04:40:00 PM,Jun 2022,01/06/2022,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Blue/White
A855566,*Tonio,05/23/2022 05:40:00 PM,May 2022,04/19/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby/White
A850868,*Dora,02/09/2022 03:37:00 PM,Feb 2022,02/01/2020,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Tortie
A848954,A848954,01/03/2022 04:39:00 PM,Jan 2022,10/15/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A846467,A846467,11/18/2021 05:04:00 PM,Nov 2021,08/16/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Cream Tabby
A859869,*Nestor,08/20/2022 12:05:00 PM,Aug 2022,05/01/2022,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Torbie/White
A859669,*Dory,07/30/2022 02:42:00 PM,Jul 2022,05/21/2022,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Blue
A877096,A877096,05/20/2023 03:09:00 PM,May 2023,03/16/2023,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A850699,*Mustang,02/14/2022 06:07:00 PM,Feb 2022,01/29/2020,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White
A871750,*Arnie,03/15/2023 04:42:00 PM,Mar 2023,12/29/2018,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Black
A878494,Camille,04/17/2023 02:10:00 PM,Apr 2023,04/12/2021,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Blue/White
A859254,Gretta,08/23/2022 04:17:00 PM,Aug 2022,06/10/2020,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Longhair Mix,Black
A863433,*Whispy,08/25/2022 01:25:00 PM,Aug 2022,06/10/2022,Adoption,,Cat,Intact Female,2 months,Domestic Medium Hair,Black
A847895,Pranzer,02/08/2022 02:53:00 PM,Feb 2022,12/10/2017,Adoption,,Cat,Neutered Male,4 years,Domestic Shorthair,Brown Tabby/White
