simplified_color,simplified_sex,age,simplified_condition,simplified_type,days_stayed,simplified_color_encoded,simplified_sex_encoded,simplified_condition_encoded,simplified_type_encoded
WHITE,FEMALE,3,ILL MILD,STRAY,94,4,0,0,2
WHITE,FEMALE,1,ILL MILD,STRAY,60,4,0,0,2
TABBY,MALE,1,UNDER WEIGHT,STRAY,84,3,1,5,2
OTHER,MALE,1,UNDER WEIGHT,STRAY,21,2,1,5,2
BLACK,FEMALE,1,UNDER WEIGHT,STRAY,13,0,0,5,2
TABBY,MALE,1,INJURED,STRAY,35,3,1,2,2
BLACK,FEMALE,1,NORMAL,STRAY,12,0,0,3,2
BLACK,MALE,6,INJURED,STRAY,27,0,1,2,2
TABBY,FEMALE,1,UNDER WEIGHT,STRAY,23,3,0,5,2
GRAY,FEMALE,1,UNDER WEIGHT,STRAY,33,1,0,5,2
BLACK,FEMALE,1,NORMAL,STRAY,66,0,0,3,2
WHITE,MALE,1,OTHER,STRAY,3,4,1,4,2
GRAY,FEMALE,1,ILL MILD,STRAY,26,1,0,0,2
TABBY,MALE,1,INJURED,STRAY,91,3,1,2,2
WHITE,MALE,1,ILL MILD,STRAY,85,4,1,0,2
BLACK,MALE,1,UNDER WEIGHT,STRAY,79,0,1,5,2
BLACK,MALE,2,INJURED,STRAY,128,0,1,2,2
GRAY,FEMALE,1,UNDER WEIGHT,STRAY,58,1,0,5,2
BLACK,MALE,1,NORMAL,STRAY,86,0,1,3,2
OTHER,FEMALE,1,NORMAL,STRAY,14,2,0,3,2
GRAY,MALE,1,NORMAL,STRAY,7,1,1,3,2
GRAY,MALE,1,NORMAL,STRAY,4,1,1,3,2
OTHER,FEMALE,3,NORMAL,OWNER SURRENDER,48,2,0,3,1
OTHER,FEMALE,3,INJURED,STRAY,45,2,0,2,2
OTHER,FEMALE,1,NORMAL,STRAY,6,2,0,3,2
OTHER,MALE,1,INJURED,STRAY,22,2,1,2,2
OTHER,MALE,1,NORMAL,STRAY,7,2,1,3,2
TABBY,FEMALE,1,NORMAL,STRAY,4,3,0,3,2
OTHER,MALE,2,NORMAL,OWNER SURRENDER,79,2,1,3,1
TABBY,MALE,1,NORMAL,STRAY,21,3,1,3,2
WHITE,FEMALE,1,INJURED,STRAY,9,4,0,2,2
TABBY,FEMALE,1,NORMAL,STRAY,21,3,0,3,2
TABBY,MALE,3,NORMAL,STRAY,43,3,1,3,2
BLACK,FEMALE,5,NORMAL,OWNER SURRENDER,118,0,0,3,1
BLACK,MALE,5,INJURED,STRAY,18,0,1,2,2
TABBY,FEMALE,1,ILL MILD,STRAY,10,3,0,0,2
TABBY,MALE,5,INJURED,STRAY,41,3,1,2,2
TABBY,MALE,4,OTHER,OTHER,160,3,1,4,0
TABBY,MALE,4,INJURED,STRAY,19,3,1,2,2
TABBY,FEMALE,12,OTHER,STRAY,14,3,0,4,2
OTHER,MALE,1,NORMAL,STRAY,17,2,1,3,2
TABBY,MALE,11,NORMAL,OWNER SURRENDER,6,3,1,3,1
BLACK,MALE,0,NORMAL,STRAY,5,0,1,3,2
BLACK,MALE,1,OTHER,OWNER SURRENDER,109,0,1,4,1
BLACK,MALE,0,ILL MILD,STRAY,11,0,1,0,2
WHITE,MALE,1,INJURED,STRAY,6,4,1,2,2
WHITE,FEMALE,2,INJURED,STRAY,36,4,0,2,2
GRAY,MALE,0,UNDER WEIGHT,STRAY,3,1,1,5,2
WHITE,FEMALE,0,ILL MILD,STRAY,7,4,0,0,2
TABBY,MALE,0,NORMAL,STRAY,114,3,1,3,2
TABBY,MALE,0,OTHER,STRAY,84,3,1,4,2
GRAY,MALE,0,OTHER,STRAY,91,1,1,4,2
BLACK,MALE,0,OTHER,OTHER,47,0,1,4,0
OTHER,FEMALE,1,INJURED,STRAY,82,2,0,2,2
GRAY,FEMALE,0,NORMAL,STRAY,5,1,0,3,2
GRAY,MALE,2,INJURED,STRAY,131,1,1,2,2
TABBY,FEMALE,2,OTHER,STRAY,65,3,0,4,2
BLACK,FEMALE,1,INJURED,STRAY,55,0,0,2,2
GRAY,MALE,0,OTHER,STRAY,71,1,1,4,2
GRAY,MALE,9,ILL MILD,STRAY,97,1,1,0,2
TABBY,MALE,2,INJURED,STRAY,102,3,1,2,2
OTHER,MALE,0,ILL MILD,STRAY,73,2,1,0,2
TABBY,MALE,1,OTHER,STRAY,67,3,1,4,2
TABBY,FEMALE,6,INJURED,STRAY,68,3,0,2,2
OTHER,FEMALE,0,UNDER WEIGHT,STRAY,84,2,0,5,2
BLACK,MALE,0,UNDER WEIGHT,STRAY,73,0,1,5,2
