Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A610257,*TOUCHDOWN,CAT,BLACK,,Male,2018-03-27,5.0,2018-06-27,NORMAL,STRAY,OTC,,2018-09-20,"3300 BLK SAN FRANCISCO AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A610323,,CAT,GRAY,WHITE,Male,2018-02-28,5.0,2018-06-28,NORMAL,STRAY,OTC,,2018-07-07,"500 PALI DR, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A610415,,CAT,BLACK,WHITE,Female,2018-06-12,5.0,2018-06-29,UNDER AGE/WEIGHT,STRAY,OTC,,2018-08-18,"3100 BLK CLAREMORE AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,GOOD SAM,Alive on Intake,FALSE,1
A611042,SHIRO,CAT,WHITE,BLACK,Male,2017-07-13,6.0,2018-07-13,NORMAL,OWNER SURRENDER,OTC,NO TIME,2018-08-16,"220 ELM AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A611358,*ANNIE,CAT,BRN TABBY,WHITE,Spayed,2018-05-05,5.0,2018-07-20,FRACTIOUS,STRAY,OTC,,2018-12-13,"1415 E PHILLIPS ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A611512,LOLLIPOP,CAT,BLACK,,Neutered,2018-06-23,5.0,2018-07-23,NORMAL,CONFISCATE,POLICE,,2018-08-22,"5500 BLK E ATHERTON ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A611684,*RAVEN,CAT,BLACK,,Spayed,2016-07-26,7.0,2018-07-26,NORMAL,STRAY,OTC,,2018-10-23,"E SPRING ST / CLAREMORE AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A612230,*GIBBY,CAT,GRAY TABBY,WHITE,Male,2018-06-03,5.0,2018-08-03,NORMAL,STRAY,OTC,,2018-08-15,"3700 GREEN AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A613258,,CAT,BLACK,,Male,2018-07-05,5.0,2018-08-20,FRACTIOUS,STRAY,OTC,,2018-10-26,"1700 BLK W CANTON ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A613341,*TANG,CAT,ORANGE,WHITE,Male,2018-06-22,5.0,2018-08-22,NORMAL,STRAY,TRAP,,2018-10-16,"1600 BLK ATLANTIC AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A614041,*SAMSON,CAT,GRAY TABBY,WHITE,Neutered,2018-05-02,5.0,2018-09-02,NORMAL,STRAY,OTC,,2018-10-16,"2000 BLK W CAMERON ST, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A614291,EMMY,CAT,TORTIE,,Spayed,2018-08-15,5.0,2018-09-08,UNDER AGE/WEIGHT,STRAY,OTC,,2018-11-06,"2000 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A614730,*MATILDA,CAT,TORTIE,,Spayed,2016-03-15,7.0,2018-09-15,NORMAL,STRAY,OTC,,2018-11-10,"300 BLK E RHEA ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A615238,*OSCAR,CAT,ORG TABBY,,Male,2018-07-26,5.0,2018-09-26,NORMAL,STRAY,FIELD,,2018-10-30,"6600 BLK CORONADO AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A615699,AUGUST,CAT,WHITE,BROWN,Neutered,2017-10-05,6.0,2018-10-05,NORMAL,OWNER SURRENDER,OTC,,2018-11-10,"3800 PALO VERDE AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A615787,*MR PRINGLES,CAT,BLACK,WHITE,Male,2018-06-06,5.0,2018-10-06,NORMAL,STRAY,OTC,,2019-01-23,"6400 BLK E EL PASEO ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A615841,CASEY,CAT,BLACK,,Spayed,2018-05-21,5.0,2019-09-11,NORMAL,OWNER SURRENDER,OTC,,2020-01-09,"6100 BLK ORANGE AVE, LONG BEACH, CA 90805",DISTRICT9,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A616470,,CAT,BRN TIGER,,Male,2018-09-19,5.0,2018-10-19,NORMAL,STRAY,OTC,,2019-02-26,"2420 E 28TH ST, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A616724,SPIKE,CAT,BLACK,,Neutered,2006-10-28,17.0,2018-10-27,INJURED  SEVERE,STRAY,FIELD,,2018-12-19,"2800 BLK ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A616764,*MALONE,CAT,GRAY,WHITE,Neutered,2016-10-27,7.0,2018-10-27,NORMAL,STRAY,OTC,,2018-11-17,"1500 CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A617364,*DAVID ROBERT,CAT,BLACK,,Neutered,2018-07-08,5.0,2018-11-08,FRACTIOUS,STRAY,FIELD,,2018-12-22,"3900 BLK CHERRY AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A617633,*PURRCY,CAT,GRAY TABBY,,Neutered,2018-08-16,5.0,2018-11-16,INJURED  MILD,STRAY,FIELD,,2019-01-03,"1600 N STANTON PL, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A617821,DOMINO,CAT,BLACK,WHITE,Neutered,2009-09-16,14.0,2021-09-02,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2021-09-16,"5000 BLK E BROCKWOOD ST, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A617932,*MISTLETOE,CAT,BRN TABBY,WHITE,Spayed,2016-11-24,6.0,2018-12-19,NORMAL,STRAY,OTC,,2021-02-25,"1900 BLK MONTAIR  AVE, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A618818,*CLARK,CAT,WHITE,GRAY,Neutered,2010-12-14,12.0,2020-10-08,ILL MODERATETE,STRAY,FIELD,,2020-12-24,"1300 BLK E 67TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,FOLBA,Alive on Intake,FALSE,1
A619028,COCONUT,CAT,WHITE,,Spayed,2011-02-22,12.0,2018-12-19,FRACTIOUS,OWNER SURRENDER,FIELD,OWNER DIED,2019-03-09,"17000 BLK JEANETTE AVE, CERRITOS, CA 90703",CERRITOS,ADOPTION,WEB,Alive on Intake,FALSE,1
A619036,RUBY CHEESECAKE,CAT,ORANGE,,Spayed,2008-12-19,14.0,2018-12-19,NORMAL,OWNER SURRENDER,OTC,ALLERGIC,2018-12-26,"1000 BLK E 36TH ST, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A619046,*JULIE,CAT,CALICO,WHITE,Female,2018-08-19,5.0,2018-12-19,NORMAL,STRAY,OTC,,2018-12-22,"1000 N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A619080,,CAT,ORG TABBY,WHITE,Female,2018-10-20,5.0,2018-12-20,NORMAL,STRAY,OTC,,2018-12-25,"19300 BLK FAGAN CT, CERRITOS, CA 90703",CERRITOS,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A620103,BUDDY,CAT,BLACK,WHITE,Neutered,,,2019-01-11,FRACTIOUS,QUARANTINE,,,2019-02-03,"6700 BLK EL CARMEN ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A620175,,CAT,GRAY,,Female,2018-10-28,5.0,2019-01-12,NORMAL,STRAY,OTC,,2019-01-22,"E ANAHEIM ST / CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A621941,SCOOTER,CAT,GRAY TABBY,,Neutered,2007-02-16,16.0,2019-02-16,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2019-02-17,"200 CLIPPER WAY, SEAL BEACH, CA 90740",SEAL BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A622649,JILLIAN,CAT,CALICO,WHITE,Spayed,2018-03-01,5.0,2019-03-01,FRACTIOUS,STRAY,OTC,,2019-04-13,"2180 N BELLFLOWER BLVD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A622668,*SIMONE,CAT,BLACK,WHITE,Spayed,2016-03-02,7.0,2019-03-02,NORMAL,STRAY,OTC,,2019-04-28,"1000 BLK LEWIS AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A622695,SASHA,CAT,WHITE,,Spayed,2018-03-03,5.0,2019-03-03,NORMAL,STRAY,TRAP,,2019-05-14,"8000 BLK E TARMA ST, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A623110,*EBANORA,CAT,WHITE,BRN TABBY,Spayed,2017-03-13,6.0,2019-03-13,NORMAL,STRAY,ABAN FIELD,,2019-04-07,"1700 BLK E 1ST ST, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A623167,*CHORIZO,CAT,GRAY,WHITE,Neutered,2015-03-13,8.0,2019-03-13,NORMAL,STRAY,OTC,,2019-06-19,"1500 BLK PINE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A623264,ATHENA,CAT,WHITE,,Spayed,2014-03-15,9.0,2019-03-15,NORMAL,OWNER SURRENDER,OTC,,2019-12-27,"1000 BLK STANLEY AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A624862,KITTY MAMA,CAT,BRN TABBY,,Spayed,2018-06-17,5.0,2019-04-17,NORMAL,OWNER SURRENDER,OTC,OWNER DIED,2019-05-29,"400 BLK N MILL ST, MARSHFIELD, MO 65706",OUT OF AREA,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A624889,FRASIER,CAT,ORANGE,WHITE,Neutered,2019-03-18,4.0,2019-04-18,NORMAL,STRAY,OTC,,2019-04-24,"300 BLK E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A624920,HILO,CAT,BLACK,WHITE,Neutered,2017-04-18,6.0,2019-04-18,NORMAL,STRAY,OTC,,2019-05-05,"E STEARNS ST / N LAKEWOOD BLVD, LOONG BEACH, CA 90815",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A625279,*CALYPSO,CAT,CALICO,WHITE,Spayed,2016-04-25,7.0,2019-04-25,FRACTIOUS,STRAY,OTC,,2019-06-08,"3800 CLARK AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A625806,*CHURCHILL,CAT,WHITE,GRAY,Neutered,2016-05-03,7.0,2019-05-03,NORMAL,STRAY,OTC,,2019-05-19,"KNOXVILLE AVE / E MARITA ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A626051,*NELL,CAT,BRN TABBY,,Female,2019-03-08,4.0,2019-05-08,NORMAL,STRAY,OTC,,2019-08-31,"ATLANTIC AVE / DEL AMO BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A626448,*DARTH VADER,CAT,BLACK,,Neutered,2019-03-22,4.0,2019-05-15,UNDER AGE/WEIGHT,STRAY,OTC,,2019-05-21,"1000 BLK MOLINO AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,REMOTE EVT,Alive on Intake,FALSE,1
A626599,BAST,CAT,ORG TABBY,,Neutered,2019-02-18,4.0,2019-05-18,NORMAL,STRAY,OTC,,2019-05-26,"1000 N LOMA VISTA DR, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A626684,,CAT,BRN TABBY,,Male,2019-05-01,4.0,2019-05-19,UNDER AGE/WEIGHT,STRAY,OTC,,2020-03-28,"1200 BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,GOOD SAM,Alive on Intake,FALSE,1
A626855,SNOWBALL,CAT,WHITE,,Neutered,2016-05-23,7.0,2019-05-23,FRACTIOUS,STRAY,OTC,,2019-06-15,"N STUDEBAKER RD / E WILLOW ST, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A626946,,CAT,ORG TABBY,,Male,2019-04-24,4.0,2019-05-24,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-06-15,"3700 PINE AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A627011,MINA,CAT,BLACK,WHITE,Spayed,2019-05-04,4.0,2019-05-25,UNDER AGE/WEIGHT,STRAY,OTC,,2019-06-21,"220 BLK E 49TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A627149,*NICOLE,CAT,BLACK,,Female,2019-03-29,4.0,2019-05-26,NORMAL,STRAY,OTC,,2019-06-28,"17000 BLK LANRELBROOK PL, CERRITOS, CA 90703",CERRITOS,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A627195,COAL,CAT,GRAY,,Neutered,2019-04-28,4.0,2019-05-28,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-12-11,"I-605 / SOUTH ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,GOOD SAM,Alive on Intake,FALSE,1
A627336,*LIP,CAT,BLACK,WHITE,Neutered,2019-03-02,4.0,2019-05-30,NORMAL,STRAY,TRAP,,2019-08-08,"2000 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A627338,*CHARLIE CHAPLIN,CAT,BLACK,,Female,2019-03-02,4.0,2019-05-30,NORMAL,STRAY,TRAP,,2019-08-01,"2000 BLK DELTA AVE, LONG BEACH, CA 90810",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A627557,*LANDON,CAT,GRAY TABBY,,Neutered,2019-04-02,4.0,2019-06-02,FRACTIOUS,STRAY,OTC,,2019-10-23,"1100 BLK E ANAHEIM ST, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A627626,*APPLE,CAT,BLACK,,Spayed,2019-05-04,4.0,2019-06-04,ILL MILD,STRAY,FIELD,,2019-12-21,"2100 E 11TH ST, LONG BEACH, CA 90804",DISTRICT4,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A627665,ROONEY,CAT,BLACK,WHITE,Neutered,2015-06-05,8.0,2019-06-05,NORMAL,STRAY,OTC,,2019-06-20,"1100 BLK ELM AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A627715,,CAT,BLACK,WHITE,Spayed,2019-04-24,4.0,2019-06-05,UNDER AGE/WEIGHT,STRAY,OTC,,2019-09-01,"900 E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,GOOD SAM,Alive on Intake,FALSE,1
A627718,,CAT,BLACK,WHITE,Neutered,2019-04-24,4.0,2019-06-05,UNDER AGE/WEIGHT,STRAY,OTC,,2019-09-01,"900 E SOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,GOOD SAM,Alive on Intake,FALSE,1
A627905,*DONATELLA,CAT,BRN TABBY,WHITE,Spayed,2019-04-30,4.0,2019-06-07,UNDER AGE/WEIGHT,STRAY,OTC,,2019-07-31,"79 E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A627908,LINCOLN,CAT,BRN TABBY,WHITE,Neutered,2019-05-07,4.0,2019-06-07,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-08,"79 E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A627952,*HYATT,CAT,BRN TABBY,,Male,2019-04-22,4.0,2019-06-10,NORMAL,STRAY,FIELD,,2019-06-21,"2500 E PACIFIC COAST HWY, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A628022,FRED,CAT,ORANGE,,Male,2004-06-09,19.0,2019-06-09,NORMAL,OWNER SURRENDER,OTC,,2019-07-05,"3100 BLK E ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A628154,*NUTTERBUTTER,CAT,GRAY,,Spayed,2019-04-12,4.0,2019-06-12,FRACTIOUS,STRAY,TRAP,,2020-02-15,"800 BLK CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A628219,*INDY,CAT,BRN TABBY,,Male,2019-05-13,4.0,2019-06-13,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-06-19,"700 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A628410,*FELICITY,CAT,ORG TABBY,WHITE,Female,2019-05-02,4.0,2019-06-17,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-06-19,"5300 BLK ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A628421,*CHARITY,CAT,GRAY TABBY,,Spayed,2019-04-17,4.0,2019-06-17,NORMAL,STRAY,OTC,,2019-07-12,"400 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A628422,*BETSIE,CAT,GRAY TABBY,WHITE,Spayed,2019-04-17,4.0,2019-06-17,NORMAL,STRAY,OTC,,2019-09-07,"400 BLK E 52ND ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A628561,INDY,CAT,BRN TABBY,,Neutered,2019-03-20,4.0,2019-06-20,NORMAL,STRAY,OTC,,2019-06-23,"1000 LIME AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A628564,*TWISTY,CAT,BLACK,WHITE,Spayed,2019-05-05,4.0,2019-06-20,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-14,"1000 LIME AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A628694,*CHRISSY SNOW,CAT,BLACK,,Spayed,2019-04-22,4.0,2019-06-22,NORMAL,STRAY,OTC,,2019-12-15,"20000 RHODA CIR, CERRITOS, CA 90703",CERRITOS,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A628725,*ANDRE,CAT,GRAY,WHITE,Neutered,2019-03-22,4.0,2019-06-22,NORMAL,STRAY,FIELD,,2020-01-11,"45TH ST / ORANGE AVE, LONG BEACH, CA 90807",DISTRICT8,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A628755,MILO,CAT,ORG TABBY,WHITE,Neutered,2019-05-19,4.0,2019-06-23,NORMAL,STRAY,FIELD,,2019-08-11,"13500 BLK LA JARA ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A628976,*YANNA,CAT,SEAL PT,,Female,2019-04-27,4.0,2019-06-27,NORMAL,STRAY,OTC,,2019-06-30,"10615 ROBERTA ST, CERRITOS, CA 90703",CERRITOS,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A629122,*TINKY,CAT,BLACK,,Neutered,2019-04-29,4.0,2019-06-29,NORMAL,STRAY,OTC,,2020-01-09,"10TH ST / LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A629134,*CIRRUS,CAT,GRAY TABBY,,Male,2019-03-30,4.0,2019-06-29,NORMAL,STRAY,OTC,,2019-08-10,"10TH ST / LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A629234,KIRBY,CAT,BLACK,,Male,2019-06-02,4.0,2019-07-02,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-12-10,"500 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,REFERRAL,Alive on Intake,FALSE,1
A629323,*TOBY VANESSA JR,CAT,ORANGE,,Neutered,2019-05-05,4.0,2019-07-05,ILL SEVERE,STRAY,FIELD,,2019-08-17,"30 W 53RD ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A629341,*SANDY,CAT,SEAL PT,,Female,2019-04-05,4.0,2019-07-05,NORMAL,STRAY,FIELD,,2019-08-07,"12000 DEL AMO BLVD, CERRITOS, CA 90703",CERRITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A629608,*BOO,CAT,BRN TABBY,TORBI,Spayed,2019-05-29,4.0,2019-07-10,UNDER AGE/WEIGHT,STRAY,OTC,,2019-09-05,"4300 BLK ROSE AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A629683,*LUCY,CAT,WHITE,BLACK,Spayed,2019-04-11,4.0,2019-07-11,NORMAL,STRAY,OTC,,2019-10-30,"400 BLK CORONADO AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A629790,ZELDA,CAT,BRN TABBY,WHITE,Spayed,2017-07-12,6.0,2019-07-12,NORMAL,STRAY,TRAP,,2019-08-14,"11000 BLK HARRISBURG RD, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A629794,,CAT,ORG TABBY,WHITE,Neutered,2019-05-12,4.0,2019-07-12,NORMAL,STRAY,FIELD,,2019-09-07,"800 BLK MARTIN LUTHER KING JR AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A629937,*TRIDENT,CAT,GRAY TABBY,WHITE,Male,2019-05-14,4.0,2019-07-14,NORMAL,STRAY,OTC,,2019-07-18,"800 BLK E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A630032,LUNA,CAT,BLACK,,Spayed,2019-06-17,4.0,2019-07-17,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-30,"4800 BENTREE AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A630175,SPARTA,CAT,GRAY,,Neutered,2012-07-19,11.0,2019-07-19,NORMAL,OWNER SURRENDER,OTC,,2019-11-03,"500 BLK CHERRY AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A630231,*SOPHIA,CAT,TORTIE DIL,WHITE,Female,2019-05-20,4.0,2019-07-20,NORMAL,STRAY,OTC,,2019-08-10,"200 BLK E 57TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A630792,*MOONSTONE,CAT,BLACK,,Neutered,2019-05-28,4.0,2019-07-28,NORMAL,STRAY,TRAP,,2019-12-19,"5400 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",DISTRICT8,ADOPTION,SPEC EVT,Alive on Intake,FALSE,1
A630984,CHLOE,CAT,GRAY TABBY,,Spayed,2019-05-01,4.0,2019-07-31,NORMAL,STRAY,OTC,,2019-10-11,"5500 BLK RAYBORN ST, LYNWOOD, CA 90262",LA COUNTY,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A631412,WIDGET,CAT,GRAY TABBY,WHITE,Spayed,2019-06-07,4.0,2019-08-07,NORMAL,STRAY,OTC,,2019-08-30,"1400 HENDERSON AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A631596,,CAT,GRAY TABBY,WHITE,Male,2019-06-09,4.0,2019-08-09,UNDER AGE/WEIGHT,STRAY,OTC,,2019-08-16,"3500 BLK LINDEN AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A631607,*COMET,CAT,ORG TABBY,WHITE,Neutered,2019-08-09,4.0,2019-08-08,NORMAL,STRAY,OTC,,2019-12-28,"BLOOMFIELD AVE / ARTESIA BLVD, CERRITOS, CA 90703",CERRITOS,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A631951,*TUNDRA,CAT,BRN TABBY,,Neutered,2019-07-03,4.0,2019-08-14,ILL SEVERE,STRAY,OTC,,2020-01-17,"1300 BLK ELM AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A631953,*COB,CAT,BRN TABBY,,Spayed,2019-07-03,4.0,2019-08-14,ILL SEVERE,STRAY,OTC,,2019-12-28,"1300 BLK ELM AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A632002,*DALLIAH,CAT,BLACK,WHITE,Spayed,2019-04-15,4.0,2019-08-15,NORMAL,STRAY,OTC,,2019-10-03,"400 BLK WESTMONT DR, SAN PEDRO, CA 90731",LA CITY,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A632005,*SHELBY,CAT,TORTIE,,Spayed,2019-06-15,4.0,2019-08-15,NORMAL,STRAY,OTC,,2019-09-07,"4700 N LAKEWOOD BLVD, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A632067,*SPARKLE,CAT,GRAY TABBY,SILVER,Female,2018-08-16,5.0,2019-08-16,FRACTIOUS,STRAY,OTC,,2019-08-21,"216 W VICTORIA ST, GARDENA, CA 90248",OUT OF AREA,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A632344,,CAT,BLACK,,Spayed,2019-07-18,4.0,2019-08-21,UNDER AGE/WEIGHT,STRAY,OTC,,2020-03-20,"1300 E WESLEY DR, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A632532,*FIONA,CAT,WHITE,GRAY,Spayed,2019-08-04,4.0,2019-08-25,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-11-20,"100 BLK W ZANE ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
